,Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,betha,seed,EPH,corr
10,10,0.0,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,0.1,10,1.0,0.0
11,11,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.1,11,1.0,0.0
12,12,,,0.0,0.0,1.0,0.0,0.0,,,1.0,,,2.0,,,,,,3.0,,,,0.0,3.0,,,4.0,0.0,,,3.0,,,,,,,,,,,,2.0,,,,,,0.0,0.0,,,0.0,,4.0,,,,,,,,2.0,,,4.0,,0.0,,,,,,,,0.2,12,3.1835443037974684,0.43424873351332915
13,13,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,0.15,13,1.0,0.0
14,14,,3.0,1.0,1.0,0.0,3.0,,,,,0.0,,0.0,,,,,,,3.0,,,0.0,,,0.0,0.0,,0.0,,,5.0,0.0,,,,,,,,,,4.0,,6.0,,,,,4.0,2.0,,,,,,4.0,,,4.0,2.0,0.0,4.0,,,6.0,,6.0,4.0,,5.0,0.0,,,3.0,0.2,14,4.404172099087353,-0.1283065502019378
15,15,0.0,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,,,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.05,15,1.0,0.0
16,16,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,0.0,0.0,,,,,,0.1,16,1.0,0.0
17,17,,,,,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,0.1,17,1.0,0.0
18,18,,4.0,,,2.0,,,,0.0,2.0,,,,,,,,0.0,3.0,0.0,6.0,,,,0.0,,3.0,,,,,,6.0,,,,,,,,,,0.0,,,,0.0,1.0,,0.0,,,,,,,,,,,,,0.0,5.0,,,0.0,,,0.0,,,,4.0,1.0,0.15,18,5.099186991869919,-0.09923509156750433
19,19,,,,,,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,1.0,,0.0,,,,,,,,,,0.0,,,,,,,1.0,0.0,0.3,19,1.8520900321543408,-0.06488856845230502
20,20,,,,,,,,2.0,,0.0,,,,,1.0,0.0,0.0,2.0,,,0.0,,0.0,,,,0.0,,0.0,,,,,2.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.2,20,2.4171428571428573,0.20558887126651165
21,21,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,0.0,,,,,,,,,0.0,0.0,0.0,0.1,21,1.0,0.0
22,22,10.0,,5.0,6.0,0.0,7.0,,7.0,0.0,3.0,3.0,9.0,5.0,,0.0,,,,0.0,6.0,,,,8.0,,4.0,6.0,,9.0,7.0,6.0,6.0,5.0,,0.0,10.0,,,,0.0,2.0,0.0,4.0,,0.0,0.0,1.0,5.0,,7.0,8.0,,,1.0,3.0,9.0,6.0,10.0,3.0,,,,1.0,10.0,0.0,5.0,7.0,,,,7.0,,,,2.0,0.3,22,5.397177419354839,-0.3418214985242348
23,23,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,0.0,,,,,0.0,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.2,23,1.0,0.0
24,24,,0.0,,0.0,0.0,,,,,,,0.0,1.0,,,0.0,,0.0,,2.0,,,,,,,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,1.0,,0.0,,,,,,,,,0.0,,0.15,24,2.198237885462555,0.38494867693105234
25,25,13.0,8.0,8.0,2.0,0.0,10.0,,14.0,0.0,12.0,6.0,,3.0,,5.0,0.0,,5.0,16.0,9.0,,7.0,,0.0,19.0,3.0,6.0,6.0,0.0,21.0,,6.0,16.0,17.0,,11.0,2.0,11.0,,2.0,13.0,1.0,9.0,,0.0,3.0,8.0,6.0,,4.0,0.0,9.0,16.0,19.0,4.0,17.0,9.0,4.0,19.0,18.0,1.0,0.0,0.0,15.0,11.0,14.0,,3.0,,8.0,,,,20.0,1.0,0.25,25,9.307545367717287,-0.24520919411834324
26,26,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,0.0,,,0.0,,,,,0.0,,0.0,,,,,,,0.0,,,0.0,,,0.0,,,,,,,0.3,26,1.8501628664495113,0.40183067317995635
27,27,,4.0,0.0,,1.0,,,,,,3.0,,5.0,0.0,5.0,,,,,0.0,,,,,0.0,0.0,,,,,,0.0,,,4.0,4.0,,0.0,,,,1.0,,,,,,5.0,5.0,4.0,,,,,,,0.0,5.0,,,,,5.0,,2.0,,4.0,,,,,,0.0,,3.0,0.2,27,3.433093525179856,0.0976682491664582
28,28,,0.0,,0.0,,0.0,,,,,,,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,0.1,28,1.0,0.0
29,29,,,0.0,,,2.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,0.0,,,,,,,0.0,,0.0,,,2.0,0.0,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,0.3,29,2.311688311688312,0.48811807158733306
30,30,4.0,,0.0,2.0,,,,,6.0,4.0,5.0,,0.0,,4.0,,,0.0,5.0,,,8.0,,0.0,,1.0,4.0,,,,4.0,,,1.0,,,,0.0,,7.0,,,7.0,,,0.0,0.0,2.0,,1.0,7.0,,,0.0,3.0,,,6.0,6.0,,6.0,,8.0,,,5.0,,,7.0,4.0,,,,,5.0,0.3,30,5.029511918274688,-0.26909224248792857
31,31,,,,,,,0.0,,,,,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.15,31,1.0,0.0
32,32,13.0,7.0,,0.0,0.0,0.0,,5.0,11.0,0.0,8.0,0.0,6.0,,4.0,,,,6.0,0.0,2.0,,5.0,12.0,,6.0,4.0,,,,2.0,,,,10.0,10.0,,,,,11.0,5.0,3.0,0.0,,6.0,3.0,1.0,,2.0,5.0,,7.0,11.0,0.0,11.0,,,6.0,12.0,,,0.0,5.0,10.0,6.0,,12.0,9.0,,,0.0,,2.0,4.0,0.2,32,7.183401639344262,-0.2149333367776332
33,33,,,,,,,,0.0,2.0,,,,,,0.0,,,,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,2.0,0.0,1.0,,,,0.0,0.0,,,,,,0.0,,0.25,33,2.33245382585752,0.33792789571430754
34,34,,,,,,,,,,,,0.0,,,,,,,0.0,,0.0,,,3.0,,,1.0,,,0.0,,,,0.0,,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.1,34,3.13768115942029,0.7515580963521805
35,35,,,,2.0,,3.0,,,,,,0.0,,,,0.0,,,,4.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0.1,35,3.689149560117302,0.7056203040930014
36,36,,,,,,0.0,0.0,,,0.0,,,,,,,,,2.0,,,,,,,,,,,,0.0,2.0,,0.0,,,,0.0,,,0.0,,,,0.0,,,,,2.0,,,,,,0.0,,,,,,,1.0,,0.0,,,,,,,,,,,0.3,36,2.351206434316354,0.32710960184023374
37,37,,,,0.0,1.0,,,4.0,0.0,4.0,,,2.0,,,0.0,,,,,,,0.0,1.0,,2.0,3.0,,,,,,,,,0.0,,,,,,,0.0,,,,1.0,,,1.0,,,1.0,0.0,,,,,,4.0,,,0.0,0.0,,,,0.0,,,,,,,2.0,0.2,37,3.353030303030303,0.3958491213539566
38,38,,2.0,0.0,,0.0,,,,,,5.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,1.0,,3.0,,,,0.0,,,,,,,0.0,,,,4.0,0.0,,,,,,0.0,,,0.0,0.1,38,4.3812375249501,0.4054049723864693
39,39,,,,,0.0,,,,,0.0,,,,0.0,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,0.1,39,1.0,0.0
40,40,,,,,,,,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,1.0,,,0.0,,,,,,0.0,,1.0,,,,,,,0.0,,,,,0.0,0.0,,,,0.2,40,1.8333333333333333,-0.06488856845230502
41,41,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,0.0,,,0.0,,,,,,,,,0.0,,,1.0,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,0.05,41,1.9758308157099698,-0.5270462766947299
42,42,4.0,4.0,0.0,,8.0,,,,10.0,,2.0,,6.0,,0.0,5.0,,,,6.0,0.0,0.0,,0.0,,,6.0,,,7.0,7.0,,6.0,,,,,,8.0,4.0,,3.0,,,,1.0,4.0,10.0,,5.0,9.0,0.0,,6.0,6.0,5.0,6.0,,,10.0,0.0,2.0,9.0,,,,,,,,,0.0,,,0.0,0.2,42,5.665168539325843,0.16093813472731383
43,43,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,0.0,,,,,0.0,,0.0,,0.0,,,,,,,0.25,43,1.0,0.0
44,44,,,,0.0,1.0,,,,,,1.0,,,,3.0,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,3.0,,,,,,,,0.0,3.0,,,0.0,,,3.0,,,,,0.0,,,,,,,2.0,0.25,44,2.7796610169491527,0.4206224946129153
45,45,,,,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,0.0,,,,,,,0.2,45,1.0,0.0
46,46,,,0.0,,,,,,,,,,1.0,,,,,,0.0,0.0,,,,,,,2.0,0.0,2.0,,,,,,,,,,,,0.0,,,,,,,3.0,,2.0,1.0,,,,,,,,0.0,,0.0,0.0,,,,,,,,0.0,,,0.0,,,0.3,46,2.9220779220779223,0.4324817756826429
47,47,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,0.05,47,1.0,0.0
48,48,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.05,48,1.0,0.0
49,49,,7.0,5.0,1.0,2.0,0.0,,7.0,3.0,1.0,,2.0,0.0,,7.0,,,,0.0,3.0,,,,,,,4.0,,8.0,,4.0,,,,8.0,,0.0,,,,0.0,8.0,0.0,,,0.0,,6.0,,0.0,,,,,0.0,5.0,,,,4.0,,,9.0,,,,,,,0.0,7.0,,,,4.0,0.15,49,6.038551401869159,-0.08768807980093572
50,50,,,0.0,,0.0,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.05,50,1.0,0.0
51,51,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,0.0,,,0.0,,,,,,,,,0.0,,,,0.0,,0.1,51,1.0,0.0
52,52,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,0.0,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.3,52,1.0,0.0
53,53,,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,,,0.0,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,,0.1,53,1.0,0.0
54,54,,2.0,0.0,7.0,,,0.0,0.0,6.0,0.0,5.0,,4.0,,2.0,0.0,,0.0,,,,4.0,,0.0,,,5.0,,,,,,,,,,,,,,,2.0,,5.0,1.0,8.0,3.0,8.0,,,6.0,,,,,,0.0,,6.0,,,,8.0,,0.0,,,6.0,,0.0,,,,,,0.3,54,5.259894459102902,0.20276365927832563
55,55,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,0.3,55,1.0,0.0
56,56,,8.0,5.0,5.0,2.0,6.0,,3.0,2.0,5.0,10.0,,0.0,,0.0,0.0,,,4.0,5.0,7.0,2.0,0.0,3.0,0.0,5.0,1.0,,,,8.0,6.0,3.0,,0.0,9.0,,12.0,10.0,,7.0,3.0,3.0,,11.0,3.0,2.0,5.0,,3.0,8.0,4.0,,11.0,8.0,0.0,,0.0,10.0,11.0,8.0,,6.0,,0.0,4.0,0.0,5.0,,,,,,3.0,3.0,0.3,56,5.828543111992071,-0.038253060236002674
57,57,,0.0,11.0,6.0,10.0,0.0,,13.0,2.0,7.0,6.0,0.0,6.0,,3.0,13.0,,,13.0,8.0,,2.0,0.0,,,8.0,9.0,11.0,,,,10.0,10.0,,9.0,7.0,,0.0,,,0.0,2.0,7.0,,,4.0,,5.0,0.0,6.0,1.0,12.0,,8.0,1.0,,0.0,11.0,0.0,8.0,,,12.0,,12.0,7.0,4.0,10.0,,8.0,7.0,,0.0,10.0,13.0,0.3,57,6.321110009910803,-0.06376708707407026
58,58,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,0.0,,0.0,,,,,,,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,58,1.0,0.0
59,59,0.0,,1.0,,,,,,,,,,2.0,,,,,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,,0.0,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,0.1,59,2.349740932642487,0.6779376427915861
60,60,,7.0,4.0,5.0,5.0,10.0,10.0,10.0,3.0,5.0,0.0,,4.0,10.0,1.0,0.0,,0.0,6.0,5.0,,,7.0,3.0,,,2.0,7.0,11.0,,11.0,,1.0,0.0,0.0,11.0,5.0,,,1.0,0.0,6.0,4.0,,0.0,8.0,,2.0,5.0,3.0,4.0,,9.0,8.0,3.0,,,,7.0,1.0,8.0,,8.0,,,0.0,,,,10.0,0.0,,0.0,7.0,3.0,0.3,60,5.68494516450648,-0.1952047080409256
61,61,,,,,5.0,,,6.0,4.0,3.0,,,6.0,,,,0.0,,0.0,,,,,4.0,,3.0,2.0,,,,,,,3.0,0.0,,,,,,,4.0,0.0,,,0.0,,0.0,,1.0,,0.0,,,1.0,,,,6.0,,,,,,,0.0,,,,0.0,,,,,4.0,0.2,61,4.2824858757062145,0.22471819390109102
62,62,,,,,,,,,,0.0,,0.0,,,1.0,,,0.0,0.0,,,,,,0.0,2.0,,,,,0.0,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,2.0,,,,0.0,,,,,,,,,,,,,,,,,0.15,62,2.4704301075268815,0.47185071542077545
63,63,0.0,,,,,,,,,,,0.0,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,0.0,,,,,,,1.0,,,,,0.0,,,,1.0,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,0.25,63,1.75,0.37267799624996495
64,64,,5.0,6.0,9.0,3.0,9.0,12.0,,0.0,6.0,0.0,,3.0,,,,0.0,,8.0,11.0,10.0,4.0,,2.0,,4.0,8.0,10.0,,,8.0,0.0,,9.0,0.0,8.0,,,0.0,7.0,4.0,11.0,,,5.0,,2.0,7.0,0.0,1.0,3.0,0.0,,,0.0,,11.0,,2.0,,,,8.0,,,6.0,,9.0,0.0,,,,,,4.0,0.25,64,6.366700715015321,0.06387810290276624
65,65,,0.0,,4.0,6.0,,0.0,6.0,8.0,0.0,0.0,,2.0,9.0,7.0,,,,10.0,5.0,,7.0,11.0,5.0,,4.0,0.0,4.0,9.0,6.0,7.0,5.0,10.0,,12.0,,,,2.0,8.0,0.0,4.0,3.0,,,7.0,0.0,1.0,,1.0,4.0,,2.0,,8.0,8.0,0.0,,,1.0,,,7.0,0.0,7.0,4.0,10.0,4.0,,8.0,,0.0,,8.0,7.0,0.3,65,6.3399602385685885,-0.2795064233038662
66,66,,,,,,,,,,,,,,0.0,,,0.0,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,0.25,66,1.0,0.0
67,67,,,,,,,,0.0,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,0.2,67,1.0,0.0
68,68,,,,4.0,3.0,,,,3.0,5.0,4.0,,0.0,,1.0,,,,,0.0,8.0,3.0,,0.0,0.0,6.0,6.0,1.0,0.0,,,,11.0,,,10.0,0.0,11.0,,0.0,10.0,7.0,11.0,,0.0,3.0,5.0,9.0,,8.0,1.0,,,,6.0,,10.0,,,2.0,,,8.0,0.0,9.0,2.0,7.0,9.0,,,,,,,0.0,0.15,68,6.448205128205128,0.04180257207821002
69,69,,2.0,,,,,,,,0.0,,,0.0,,,,,,,,0.0,,0.0,1.0,,,,3.0,,,,,,,,,,,0.0,,,,,,,,3.0,3.0,,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,0.2,69,3.017543859649123,0.23549799122529916
70,70,0.0,0.0,,5.0,2.0,,,,,,,,4.0,,,,0.0,,,,,,,0.0,0.0,,7.0,,,,2.0,,,,6.0,,,,,4.0,,,7.0,,,,,,,,,1.0,0.0,,,,3.0,,,0.0,0.0,,5.0,,,,,,7.0,,,,0.0,,1.0,0.15,70,4.640650406504065,0.5663300156198708
71,71,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,0.0,,1.0,0.0,,,,,0.0,2.0,0.0,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,0.2,71,2.5852842809364547,0.4719399037242694
72,72,,,,,,,,0.0,,1.0,,,0.0,,,,,,,0.0,,0.0,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,0.05,72,1.8779840848806366,0.1
73,73,,,,,,,,,0.0,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,0.15,73,1.0,0.0
74,74,,,,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,1.0,,,,0.0,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,0.2,74,1.9541984732824427,-0.4061811972299616
75,75,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,0.0,,,,0.05,75,1.0,0.0
76,76,0.0,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.1,76,1.0,0.0
77,77,,,,,,,,,,,1.0,,,,,,,,,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,0.0,,0.0,,,,,0.0,,,,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,0.25,77,1.8858858858858858,0.1503420757008077
78,78,7.0,5.0,,0.0,9.0,14.0,,12.0,4.0,12.0,1.0,,0.0,,2.0,1.0,,17.0,2.0,,0.0,,,0.0,,1.0,13.0,,,0.0,3.0,,3.0,,7.0,9.0,15.0,16.0,,6.0,0.0,9.0,10.0,0.0,11.0,8.0,4.0,7.0,13.0,12.0,3.0,,,,0.0,14.0,0.0,,,,8.0,15.0,10.0,10.0,16.0,8.0,,16.0,,0.0,,,,,8.0,0.3,78,8.682317682317683,-0.10388922556748026
79,79,8.0,0.0,3.0,5.0,1.0,7.0,,10.0,5.0,8.0,4.0,,2.0,0.0,5.0,6.0,,,11.0,6.0,0.0,,,0.0,,9.0,11.0,7.0,,,,6.0,,,10.0,,6.0,5.0,,6.0,,11.0,3.0,,12.0,11.0,10.0,5.0,,10.0,0.0,,,8.0,6.0,5.0,2.0,9.0,9.0,,,0.0,2.0,0.0,,3.0,8.0,0.0,8.0,5.0,,,,0.0,0.0,0.3,79,5.8778103616813295,0.10326534632118484
80,80,,,,0.0,,0.0,,,,2.0,0.0,,,,,0.0,,,,,,3.0,,0.0,,,,,,,,,,,,,,,0.0,3.0,,,,,,,,0.0,,1.0,0.0,,,,,,,,,,0.0,3.0,,,0.0,,,,,,,,,,,0.25,80,3.1063348416289593,0.15200324888178401
81,81,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,0.0,,,,,,,,0.2,81,1.0,0.0
82,82,,,,0.0,3.0,,,,,2.0,2.0,,5.0,,3.0,,,,,,,,,,,0.0,5.0,0.0,,0.0,,0.0,5.0,,,,,,,4.0,3.0,,0.0,0.0,,,,,,1.0,3.0,,,,,,,,,,,,2.0,,5.0,,0.0,0.0,,,,,,,,0.2,82,3.6003039513677813,0.3715596098915685
83,83,0.0,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.15,83,1.0,0.0
84,84,,8.0,,13.0,3.0,,,11.0,,3.0,16.0,15.0,8.0,,7.0,6.0,,15.0,,,12.0,,,9.0,,3.0,12.0,,,,,0.0,,0.0,,,16.0,,,4.0,,6.0,0.0,,,13.0,13.0,10.0,,6.0,,,,,8.0,,0.0,0.0,,14.0,1.0,,2.0,,0.0,9.0,7.0,11.0,0.0,,5.0,,0.0,,0.0,0.15,84,8.441489361702128,0.1781997839146153
85,85,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,,0.15,85,1.0,0.0
