0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,seed,complex_param,EPH,corr
2.0,1,0,1,1,0,2.0,1,1,1,1,2.0,1,2.0,2,1,,2,2,1,2,2,2,1,2.0,1,1,0.0,2.0,2.0,1,1,2,2.0,1,2,2,2,1.0,1,2,1,0,2.0,2,2,2,0,2,0,1,1,2,0,0,2.0,1,2.0,2,0,2.0,,2,2.0,2,1,2.0,2.0,2,2.0,,,,0.0,2,16,7,1.2189973614775726,-0.5194204626323656
3.0,2,2,1,2,3,3.0,2,2,1,2,3.0,1,3.0,0,2,0.0,2,0,1,2,2,2,2,3.0,2,1,2.0,0.0,3.0,2,2,2,2.0,2,0,2,2,3.0,2,3,2,1,3.0,2,1,1,2,2,0,2,2,2,2,2,2.0,2,2.0,2,2,0.0,3.0,2,2.0,2,2,3.0,0.0,0,0.0,3.0,,3.0,3.0,2,17,7,1.3463855421686748,-0.4172862486801095
3.0,1,2,1,1,2,3.0,0,1,1,2,3.0,2,3.0,2,2,0.0,2,2,1,2,2,3,2,3.0,2,1,3.0,3.0,2.0,2,2,2,2.0,2,2,2,2,3.0,1,2,0,2,3.0,0,2,2,2,0,1,1,2,2,2,2,2.0,0,2.0,0,0,3.0,3.0,2,2.0,2,2,2.0,2.0,2,3.0,0.0,,3.0,0.0,2,18,7,1.3035460992907801,-0.44893472896243874
2.0,0,2,2,1,2,0.0,2,2,1,2,2.0,1,0.0,0,1,,2,2,1,2,2,2,2,,1,0,2.0,,2.0,2,1,2,2.0,2,2,2,2,2.0,2,2,1,1,,2,2,0,0,2,1,1,2,2,2,2,2.0,2,0.0,2,0,2.0,0.0,2,,2,2,2.0,,2,2.0,,,,,2,19,7,1.3553956834532375,-0.28184702798714667
0.0,2,1,1,2,0,3.0,1,2,2,2,3.0,0,3.0,2,3,,2,3,1,2,0,2,2,3.0,2,2,2.0,3.0,3.0,2,2,2,0.0,2,3,2,2,0.0,1,2,2,2,3.0,3,2,2,2,0,2,1,3,3,3,2,3.0,2,2.0,2,0,0.0,3.0,2,2.0,3,2,3.0,3.0,3,3.0,3.0,0.0,3.0,3.0,3,20,7,1.389270976616231,-0.43088828459583367
2.0,1,1,0,1,2,2.0,2,2,1,0,2.0,1,0.0,0,2,2.0,2,2,0,2,2,1,0,0.0,1,1,2.0,,2.0,2,2,0,2.0,2,2,2,2,,2,2,2,2,0.0,2,2,2,1,2,2,1,2,2,2,1,2.0,1,0.0,2,2,2.0,,2,2.0,2,2,2.0,,2,2.0,,,,,2,21,7,1.3377386196769456,-0.25551760392652917
2.0,2,1,1,2,2,3.0,2,1,2,0,3.0,1,3.0,2,0,0.0,2,2,1,2,2,2,2,3.0,2,1,3.0,3.0,3.0,2,2,0,0.0,2,2,2,2,3.0,1,2,2,2,3.0,3,2,1,2,0,1,2,0,2,2,2,2.0,2,2.0,2,2,3.0,3.0,0,0.0,2,2,2.0,3.0,2,3.0,3.0,,0.0,3.0,2,22,7,1.3093841642228738,-0.4751440170811326
2.0,1,1,1,0,2,2.0,1,0,0,2,2.0,1,2.0,2,2,,2,1,1,0,2,2,0,,1,1,2.0,,2.0,2,2,2,2.0,0,2,2,0,2.0,1,2,1,1,,2,1,0,1,2,1,2,2,2,2,2,2.0,2,2.0,0,2,2.0,2.0,1,2.0,2,1,2.0,1.0,2,2.0,2.0,,2.0,2.0,0,23,7,1.251621271076524,-0.612210111449251
,2,2,1,1,2,2.0,2,2,1,2,1.0,2,,2,2,0.0,2,2,1,2,2,2,0,0.0,1,1,2.0,,0.0,2,2,2,2.0,2,2,0,0,2.0,1,2,1,1,,2,2,2,1,2,1,1,2,2,2,2,2.0,0,0.0,2,2,2.0,,2,2.0,2,0,2.0,2.0,2,2.0,,,1.0,2.0,0,24,7,1.2671428571428571,-0.21947309129639775
0.0,1,1,2,2,2,0.0,2,2,1,2,3.0,1,0.0,2,3,,2,2,1,2,3,3,1,3.0,2,2,3.0,3.0,0.0,2,2,2,0.0,2,3,2,2,3.0,2,2,2,1,0.0,3,2,2,2,3,2,2,2,2,0,2,3.0,2,3.0,0,2,0.0,3.0,2,2.0,2,0,3.0,3.0,2,3.0,3.0,,2.0,3.0,2,25,7,1.3755458515283843,-0.3281321296227824
2.0,1,0,0,0,2,2.0,1,1,1,1,2.0,1,2.0,2,2,,1,2,1,2,2,2,1,2.0,1,0,2.0,2.0,2.0,1,1,2,0.0,1,2,1,0,2.0,0,0,1,1,2.0,2,1,1,1,2,1,1,1,2,1,0,2.0,1,2.0,1,0,2.0,2.0,1,2.0,2,1,2.0,2.0,2,2.0,2.0,,,2.0,2,26,7,1.2078804347826086,-0.7500192628524711
3.0,1,2,2,1,3,0.0,2,2,1,2,3.0,2,3.0,0,3,,2,0,2,3,3,0,2,3.0,2,1,3.0,3.0,3.0,2,2,2,2.0,2,3,2,2,3.0,2,3,2,2,3.0,0,2,1,2,2,1,0,3,3,2,2,3.0,2,3.0,3,2,0.0,3.0,2,3.0,2,2,0.0,0.0,2,2.0,0.0,,3.0,3.0,2,27,7,1.3851444291609354,-0.4291641324496589
0.0,2,1,2,1,2,2.0,2,2,2,2,2.0,1,0.0,1,2,,2,2,0,3,2,3,2,3.0,1,1,0.0,3.0,3.0,2,0,2,2.0,2,0,2,2,2.0,2,2,1,2,3.0,2,2,2,1,2,1,1,2,0,0,2,0.0,2,2.0,0,2,3.0,3.0,2,3.0,2,2,2.0,3.0,3,3.0,3.0,,3.0,3.0,2,28,7,1.3240997229916898,-0.42367325593317645
2.0,1,1,1,1,2,2.0,0,1,0,2,2.0,1,2.0,1,2,,2,2,1,2,2,2,1,,1,1,2.0,,2.0,1,2,2,0.0,1,1,2,1,,1,2,0,1,,0,2,1,2,0,0,1,2,2,0,2,2.0,1,2.0,2,2,2.0,,2,0.0,2,1,2.0,1.0,2,2.0,2.0,,2.0,2.0,0,29,7,1.2323491655969192,-0.550099359990695
2.0,1,2,1,1,2,2.0,1,1,1,0,2.0,1,,2,2,,2,2,1,0,2,2,2,,0,1,2.0,,2.0,0,2,2,2.0,0,2,2,1,2.0,1,2,1,0,,2,1,2,0,1,1,2,2,2,2,2,2.0,2,2.0,2,0,2.0,,2,2.0,2,1,2.0,0.0,2,2.0,,,,0.0,1,30,7,1.25810635538262,-0.4867665937128182
0.0,1,2,1,2,2,2.0,0,2,1,2,2.0,1,,0,2,,0,2,1,2,2,2,2,,1,1,2.0,,0.0,0,2,2,2.0,2,2,2,0,,1,2,2,1,,2,2,1,1,2,1,2,0,2,2,1,2.0,2,2.0,2,2,2.0,0.0,2,2.0,2,2,,2.0,2,0.0,,2.0,,,2,31,7,1.2726027397260273,-0.28897144760897714
2.0,0,1,1,1,2,2.0,0,0,1,1,2.0,0,2.0,1,2,,2,2,1,1,0,2,0,,0,1,2.0,,2.0,2,0,2,2.0,2,1,2,1,2.0,1,2,1,1,,2,0,1,1,2,1,2,2,2,2,1,2.0,2,2.0,2,2,2.0,,1,2.0,2,1,2.0,2.0,2,2.0,2.0,,0.0,2.0,2,32,7,1.24625,-0.6702400548510224
0.0,1,0,2,2,0,0.0,2,2,2,2,3.0,1,3.0,2,3,3.0,2,2,1,2,3,2,2,3.0,2,2,3.0,0.0,3.0,2,2,2,2.0,2,3,2,2,3.0,2,2,2,1,0.0,3,2,2,2,3,2,2,0,2,2,1,3.0,2,3.0,3,1,0.0,2.0,0,3.0,2,1,3.0,3.0,0,3.0,3.0,,,3.0,3,33,7,1.3753501400560224,-0.4043475213128722
0.0,0,2,0,1,2,3.0,0,1,2,1,2.0,1,3.0,2,0,3.0,0,2,1,2,2,2,1,3.0,2,2,2.0,3.0,3.0,2,2,2,1.0,2,2,2,2,3.0,1,2,1,1,0.0,3,1,1,2,2,2,2,2,2,2,2,3.0,2,0.0,2,2,3.0,3.0,2,0.0,2,2,2.0,3.0,2,2.0,3.0,,3.0,0.0,2,34,7,1.3008356545961002,-0.4498413259614255
2.0,1,1,1,1,2,2.0,1,0,1,2,2.0,1,,2,2,,2,2,1,2,2,2,0,,2,1,2.0,0.0,0.0,2,1,2,2.0,2,2,2,2,,1,1,2,1,,2,2,0,2,0,0,1,2,2,2,2,2.0,2,2.0,0,2,2.0,1.0,0,2.0,2,1,2.0,2.0,2,2.0,,0.0,2.0,,2,35,7,1.2611637347767253,-0.32658945300033004
,2,0,1,1,2,,0,2,1,2,2.0,1,,2,0,2.0,2,2,1,2,2,2,0,,2,1,2.0,0.0,0.0,1,2,2,2.0,2,2,2,2,,1,2,2,1,,2,1,2,2,2,1,0,2,2,2,1,2.0,2,2.0,1,2,2.0,2.0,0,2.0,2,1,1.0,0.0,2,0.0,,,,2.0,2,36,7,1.2675070028011204,-0.2107183164453451
2.0,1,2,1,2,0,2.0,2,2,0,1,2.0,1,,2,2,0.0,2,0,1,2,2,2,0,,1,1,2.0,,2.0,1,2,2,2.0,2,2,2,2,,0,0,1,1,,0,2,2,1,2,1,1,2,2,2,1,2.0,0,1.0,2,2,0.0,2.0,2,2.0,2,1,2.0,2.0,2,2.0,,,,,2,37,7,1.2764227642276422,-0.3703959063818032
3.0,1,2,1,1,2,2.0,2,0,2,2,2.0,1,3.0,2,2,,2,2,2,2,2,0,2,0.0,2,1,3.0,3.0,3.0,2,2,0,3.0,2,2,2,2,0.0,2,2,2,0,3.0,0,2,2,1,0,1,2,2,2,2,1,2.0,2,3.0,2,2,3.0,3.0,2,2.0,0,2,2.0,3.0,2,3.0,0.0,,2.0,3.0,2,38,7,1.3675595238095237,-0.3997912025378049
3.0,2,2,1,2,3,3.0,1,2,2,2,0.0,1,3.0,1,0,3.0,2,2,1,2,0,0,2,3.0,2,1,0.0,1.0,3.0,1,2,2,0.0,2,2,2,2,3.0,0,2,2,1,3.0,3,1,1,2,2,2,2,0,2,2,2,2.0,2,2.0,2,2,2.0,3.0,2,2.0,2,1,3.0,3.0,0,0.0,3.0,,3.0,3.0,2,39,7,1.3009708737864079,-0.4685671218109895
2.0,2,2,1,1,2,2.0,1,1,1,2,2.0,1,,2,1,,0,2,1,0,2,2,1,0.0,0,0,2.0,2.0,2.0,1,1,2,2.0,1,2,0,2,2.0,1,2,1,0,,2,2,1,0,2,2,2,2,2,2,2,2.0,2,2.0,2,2,0.0,0.0,2,2.0,2,2,2.0,2.0,2,2.0,,,,2.0,2,40,7,1.302357836338419,-0.38170904866860333
2.0,2,0,1,2,2,2.0,1,2,1,2,2.0,1,,2,2,,2,0,1,2,2,2,1,,0,1,0.0,,0.0,1,2,0,2.0,2,2,2,0,2.0,1,2,2,0,,2,1,1,1,2,1,2,2,1,2,2,2.0,2,2.0,2,2,0.0,2.0,2,2.0,2,1,2.0,2.0,2,0.0,,,,,2,41,7,1.2783783783783784,-0.3425558329817897
0.0,1,2,1,0,2,3.0,2,2,2,0,2.0,0,3.0,2,2,3.0,2,2,1,2,2,2,1,3.0,2,2,3.0,0.0,3.0,2,2,2,2.0,2,0,2,2,3.0,1,2,2,1,3.0,3,2,1,2,2,2,2,2,2,2,2,3.0,2,3.0,2,2,3.0,0.0,2,0.0,0,2,2.0,3.0,3,0.0,3.0,,3.0,3.0,2,42,7,1.4292168674698795,-0.5143029000698852
0.0,2,2,2,2,0,3.0,2,2,2,1,3.0,1,0.0,2,0,,2,3,2,3,3,3,0,3.0,2,2,3.0,3.0,2.0,3,3,3,0.0,2,3,2,3,0.0,2,0,2,2,3.0,3,2,2,2,3,1,2,2,2,2,1,0.0,2,3.0,2,3,3.0,1.0,3,3.0,3,2,3.0,3.0,3,3.0,0.0,,,3.0,3,43,7,1.4077134986225894,-0.2590279377399099
2.0,1,1,1,0,2,,0,1,2,1,1.0,1,2.0,2,1,,1,2,1,2,2,2,1,,1,1,2.0,,2.0,1,2,2,2.0,2,2,1,2,,1,0,1,1,,2,2,1,2,2,1,2,2,2,0,0,2.0,2,2.0,2,1,,,0,0.0,2,0,2.0,2.0,2,2.0,,,0.0,1.0,0,44,7,1.2526041666666667,-0.39197966146685276
2.0,1,0,1,1,1,2.0,2,1,1,0,2.0,1,2.0,2,2,,2,2,0,2,2,2,1,,1,1,2.0,,2.0,1,1,1,2.0,1,2,2,0,2.0,1,2,0,1,2.0,2,1,1,0,0,1,1,0,1,1,1,1.0,0,2.0,2,2,2.0,2.0,2,2.0,2,1,2.0,2.0,2,2.0,2.0,,,0.0,2,45,7,1.2077230359520639,-0.6267728101816507
2.0,2,2,1,1,2,2.0,1,1,1,0,0.0,1,2.0,1,2,,2,2,1,2,0,2,1,,0,1,2.0,,2.0,2,2,1,2.0,2,0,2,1,2.0,0,2,2,0,,1,1,0,1,2,1,2,2,2,1,1,2.0,2,2.0,2,2,2.0,,2,0.0,2,1,2.0,0.0,2,1.0,2.0,,,,2,46,7,1.2252604166666667,-0.4316530584725399
1.0,2,2,1,2,0,,2,2,1,2,2.0,1,,0,2,,2,0,1,0,2,1,2,,2,1,2.0,,0.0,2,1,2,2.0,1,2,2,2,,0,2,1,1,,2,1,2,2,2,1,2,2,2,2,0,2.0,1,0.0,2,2,2.0,,2,2.0,2,1,2.0,0.0,0,2.0,,,,,2,47,7,1.2837078651685394,-0.10845125690120384
2.0,1,2,1,1,0,2.0,1,0,1,0,2.0,1,,0,2,,0,2,1,2,2,2,2,,2,1,1.0,,2.0,2,2,2,0.0,2,2,0,2,0.0,1,1,1,1,,2,2,2,1,2,1,0,2,2,2,1,2.0,2,2.0,2,0,,,2,2.0,2,2,2.0,2.0,2,2.0,,,,2.0,2,48,7,1.24,-0.40025619373787186
2.0,1,1,1,1,2,2.0,2,2,2,2,0.0,1,,2,2,,2,2,0,2,2,2,1,,1,1,2.0,,2.0,2,1,2,2.0,2,2,1,2,0.0,1,2,0,1,2.0,2,2,1,0,2,1,0,0,1,0,1,2.0,0,2.0,2,2,0.0,,2,2.0,2,1,2.0,2.0,2,1.0,2.0,2.0,,,2,49,7,1.2730870712401055,-0.44685889832090914
2.0,1,1,1,1,2,2.0,1,0,1,1,1.0,1,2.0,2,2,0.0,0,0,1,2,2,2,2,,0,1,2.0,,2.0,2,2,2,2.0,2,2,2,1,2.0,0,2,2,1,2.0,2,1,0,1,2,1,2,2,2,2,2,2.0,2,2.0,0,2,,,0,0.0,2,1,2.0,2.0,2,2.0,2.0,,,2.0,2,50,7,1.2209302325581395,-0.4511152320218215
0.0,1,2,1,2,2,3.0,2,2,2,1,2.0,1,3.0,1,0,,2,2,1,2,2,0,2,3.0,2,0,3.0,3.0,0.0,2,2,0,2.0,2,2,2,2,3.0,1,2,1,2,0.0,0,2,1,1,2,0,2,1,2,1,2,2.0,2,3.0,3,2,3.0,3.0,2,0.0,1,2,2.0,3.0,2,3.0,3.0,,3.0,3.0,2,51,7,1.3233287858117326,-0.44715060760140984
2.0,1,0,0,1,1,2.0,1,0,1,2,2.0,1,2.0,2,2,,2,2,0,2,2,2,1,,1,1,0.0,,2.0,1,1,1,2.0,2,2,2,1,2.0,1,1,1,1,,2,1,1,1,2,0,0,2,2,2,1,2.0,1,2.0,1,1,2.0,2.0,1,2.0,0,0,2.0,0.0,2,2.0,2.0,,,2.0,2,52,7,1.238532110091743,-0.6193040527764231
0.0,1,1,0,0,2,2.0,0,1,1,1,2.0,1,2.0,1,0,,0,2,0,2,2,2,1,,2,1,2.0,,2.0,2,2,2,1.0,0,2,1,1,2.0,1,1,1,1,,2,1,1,1,1,0,0,2,2,2,1,1.0,2,2.0,2,2,2.0,,2,2.0,2,1,2.0,2.0,2,2.0,2.0,,,2.0,2,53,7,1.2529032258064516,-0.6113978184678216
0.0,1,1,1,1,2,2.0,1,1,1,0,2.0,1,2.0,2,2,,2,2,1,2,2,2,1,,1,1,2.0,1.0,2.0,2,2,2,2.0,0,2,2,0,2.0,1,2,1,0,,2,2,1,2,2,0,1,2,2,2,2,2.0,2,0.0,2,0,2.0,0.0,2,2.0,2,0,2.0,2.0,2,2.0,,,,2.0,2,54,7,1.2664941785252264,-0.4850885950873616
3.0,1,2,2,0,3,0.0,2,2,2,2,0.0,1,3.0,2,0,,0,2,0,3,2,3,2,1.0,2,1,3.0,3.0,3.0,2,2,2,3.0,2,2,2,2,0.0,2,0,2,1,3.0,2,2,2,1,2,1,2,2,0,2,2,3.0,2,3.0,2,2,0.0,3.0,2,3.0,2,2,3.0,3.0,3,3.0,3.0,,3.0,1.0,2,55,7,1.4379358437935843,-0.42002504994860956
2.0,2,2,1,0,2,2.0,0,2,0,1,2.0,1,2.0,1,2,,2,2,1,1,0,2,0,,1,1,0.0,,2.0,1,2,2,2.0,2,1,0,1,2.0,1,2,1,0,,2,1,1,1,2,0,1,2,2,2,1,2.0,2,1.0,2,2,2.0,,2,2.0,2,1,2.0,0.0,2,2.0,,,,2.0,2,56,7,1.2688311688311689,-0.5353996151898753
2.0,1,1,1,1,2,2.0,1,0,1,2,2.0,1,2.0,1,2,,0,2,1,2,2,2,2,,2,1,2.0,,2.0,2,2,2,2.0,0,2,2,1,,0,1,1,1,,2,0,0,1,2,1,2,2,2,2,1,0.0,2,2.0,2,2,2.0,,0,2.0,2,0,2.0,2.0,2,0.0,2.0,,,2.0,2,57,7,1.2468354430379747,-0.5833917225811465
3.0,2,2,2,2,3,0.0,0,2,2,2,3.0,1,3.0,2,0,0.0,0,2,2,3,3,3,2,3.0,2,2,3.0,0.0,3.0,2,0,3,3.0,1,3,2,2,3.0,2,3,2,1,3.0,3,2,2,1,3,1,3,2,2,2,2,3.0,0,3.0,3,3,0.0,2.0,3,3.0,2,2,3.0,3.0,3,3.0,3.0,,0.0,3.0,1,58,7,1.405128205128205,-0.39835984049885526
,2,2,1,1,2,2.0,0,2,2,2,1.0,1,0.0,1,0,,2,2,0,2,2,2,2,0.0,2,1,2.0,,2.0,2,2,2,2.0,2,2,0,2,2.0,1,2,2,1,,2,2,2,1,2,1,2,0,2,2,2,2.0,0,,2,2,,,2,2.0,2,1,0.0,2.0,2,0.0,,,,,2,59,7,1.30835734870317,-0.1968109427949499
2.0,1,1,2,1,2,2.0,2,2,1,2,2.0,1,0.0,1,2,,2,2,0,2,2,2,0,0.0,2,1,2.0,,,1,2,2,2.0,2,2,1,2,,2,2,0,2,,2,2,0,1,0,1,2,2,0,2,2,2.0,2,2.0,2,1,2.0,0.0,2,2.0,2,2,2.0,,2,2.0,,,,,0,60,7,1.3545586107091172,-0.24567520160917755
3.0,0,2,1,2,2,2.0,2,2,2,2,2.0,1,3.0,2,2,3.0,2,2,1,2,2,3,1,3.0,0,2,0.0,0.0,3.0,2,1,2,2.0,2,2,2,0,3.0,2,1,2,1,0.0,3,2,2,2,3,1,2,2,2,0,2,3.0,2,3.0,2,2,0.0,3.0,2,2.0,0,2,2.0,3.0,2,0.0,3.0,,3.0,3.0,2,61,7,1.410979228486647,-0.4772190896209201
2.0,1,2,1,1,2,2.0,1,1,2,2,2.0,1,,2,2,,2,2,1,0,2,0,2,,0,0,2.0,,2.0,2,1,1,2.0,2,2,2,1,,1,2,1,1,0.0,2,1,1,0,2,2,2,1,2,1,0,2.0,2,0.0,2,0,2.0,,2,2.0,2,0,2.0,2.0,2,2.0,,,,2.0,2,62,7,1.271523178807947,-0.4375711258859606
3.0,1,1,0,1,2,2.0,2,2,1,2,2.0,1,3.0,2,2,3.0,2,2,1,2,2,3,0,3.0,2,2,0.0,0.0,3.0,2,2,2,2.0,2,2,2,1,3.0,2,2,2,1,0.0,2,2,2,2,2,0,2,2,2,2,2,3.0,2,3.0,0,2,3.0,3.0,0,2.0,2,2,3.0,3.0,0,3.0,3.0,,3.0,0.0,2,63,7,1.404692082111437,-0.4800679158424333
2.0,1,1,1,1,2,2.0,1,2,2,2,2.0,1,,2,2,2.0,0,2,1,2,2,2,0,0.0,2,1,,,2.0,2,2,2,2.0,2,2,2,2,2.0,0,2,0,1,0.0,2,0,1,1,2,1,0,1,0,2,1,2.0,1,2.0,2,2,,2.0,2,2.0,0,2,2.0,2.0,2,2.0,,,,,2,64,7,1.2668428005284016,-0.4170476934186452
3.0,2,2,2,2,3,3.0,2,3,2,2,3.0,1,3.0,2,3,3.0,0,2,1,2,0,3,2,3.0,1,2,3.0,0.0,3.0,2,2,3,3.0,2,3,3,2,3.0,2,2,2,1,3.0,3,2,2,2,3,2,2,2,0,2,2,3.0,2,3.0,3,0,0.0,0.0,2,3.0,0,0,3.0,3.0,0,3.0,3.0,,,3.0,2,65,7,1.4442916093535076,-0.5315203314463459
,2,2,0,1,2,2.0,1,0,1,2,2.0,1,,2,2,,2,2,1,2,2,2,1,,1,1,2.0,,0.0,2,2,2,2.0,2,2,0,0,0.0,1,2,2,1,,2,1,0,1,2,0,2,2,2,2,2,2.0,2,2.0,2,2,,,2,0.0,0,1,2.0,2.0,2,2.0,,2.0,,,2,66,7,1.3196286472148542,-0.42757610055470696
