0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,seed,complex_param,EPH,corr
2,1,1,1,0,2,1,1,1,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,2,1,1,1,2,2,1,0,1,0,1,1,1,1,2,1,1,1,1,2,1,1,1,0,1,1,1,0,1,1,1,1,1,2,2,1,1,2,1,2,2,1,1,2,0,2,2,0,2,0,1,13,3,1.063157894736842,-0.4679330263222303
2,1,0,1,1,1,0,1,0,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,0,1,2,1,1,2,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,2,1,2,0,1,2,2,2,0,2,0,14,3,1.0504587155963303,-0.406625219624438
2,1,1,1,1,1,1,1,1,0,1,2,1,2,1,1,2,2,0,1,1,1,2,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,2,1,1,1,0,2,1,1,1,1,2,1,1,0,2,1,1,0,1,1,0,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,15,3,1.0482374768089053,-0.5171412444745699
2,1,0,1,1,0,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,0,2,1,1,1,1,2,1,1,1,1,1,1,1,1,0,2,1,1,1,0,1,0,1,1,1,0,0,1,1,2,1,0,2,2,1,1,2,1,1,2,2,2,2,2,2,0,1,16,3,1.0487329434697856,-0.5099369670222255
2,1,2,1,1,2,1,1,1,1,1,2,1,2,0,1,0,1,0,1,2,1,1,1,1,1,1,1,0,2,1,1,1,1,1,0,1,1,2,1,2,1,1,2,1,1,1,1,2,0,1,2,2,1,1,2,1,2,2,2,0,2,2,2,2,1,2,0,0,0,1,2,2,2,1,17,3,1.0620567375886525,-0.30840893596101066
2,1,1,1,1,1,2,0,1,1,1,2,1,2,1,2,0,2,2,1,1,1,2,1,2,1,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,0,1,2,0,1,1,1,0,1,1,2,2,1,1,1,0,2,0,0,1,1,1,2,2,1,1,2,1,2,0,2,2,0,1,18,3,1.0506329113924051,-0.43929583721726106
1,0,1,1,1,2,0,1,1,1,1,1,1,0,0,1,2,1,1,1,1,1,1,1,2,1,0,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,2,1,1,1,2,1,1,2,2,2,2,1,19,3,1.0492957746478873,-0.4553824359644694
0,1,1,1,1,0,2,1,1,1,1,2,0,2,1,2,2,1,1,1,1,0,1,1,2,1,1,1,2,2,1,1,1,0,1,2,2,1,0,1,1,1,1,2,2,1,1,1,0,1,1,2,1,2,1,2,1,1,2,0,0,1,1,1,2,1,2,2,1,1,2,0,2,2,2,20,3,1.058490566037736,-0.363912729113653
1,1,1,0,1,1,2,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,2,1,1,0,1,1,1,1,1,2,1,1,1,1,0,2,1,1,1,1,1,1,1,2,1,1,1,1,0,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,21,3,1.047085201793722,-0.37349144064231177
2,1,1,1,1,1,2,1,1,1,0,2,1,2,1,0,0,2,1,1,1,2,2,1,2,1,1,2,2,2,1,2,0,0,1,2,1,1,2,1,1,2,1,1,2,1,1,1,0,1,1,0,1,1,2,1,1,2,2,2,2,2,0,0,2,1,2,2,2,2,2,2,0,2,1,22,3,1.0585365853658537,-0.4418098874418602
2,1,1,1,0,2,2,1,0,0,1,1,1,2,1,1,2,1,1,1,0,1,2,0,1,1,1,1,2,2,1,1,1,1,0,1,1,0,2,1,1,1,1,2,1,1,0,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,0,23,3,1.0368763557483731,-0.5139222842767956
2,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,0,2,1,1,1,2,2,0,0,1,1,2,1,0,1,1,1,1,1,2,0,0,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,0,0,2,1,1,2,1,1,1,0,1,1,1,2,2,2,2,2,0,24,3,1.0572597137014315,-0.4100969802110859
0,1,1,1,1,2,0,1,1,1,1,2,1,0,1,1,2,2,1,1,2,2,1,1,2,1,1,2,2,0,2,1,2,0,1,2,1,1,2,1,1,1,1,0,2,2,1,1,2,1,1,1,1,0,1,2,1,2,0,1,0,2,1,1,2,0,2,2,1,1,2,2,2,2,2,25,3,1.0606585788561524,-0.2844771188483735
2,1,0,0,0,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,0,1,2,1,1,1,1,0,1,1,1,0,2,0,0,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,26,3,1.0328947368421053,-0.6203920798047556
2,1,2,1,1,2,0,1,2,1,1,2,1,2,0,2,2,2,0,1,2,1,0,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,1,2,1,1,2,0,1,1,1,2,1,0,2,2,2,1,2,1,2,2,1,0,1,1,2,1,1,0,0,1,1,0,2,2,2,1,27,3,1.0492063492063493,-0.2895918679158248
0,1,1,1,1,1,2,1,1,1,1,1,1,0,1,2,2,2,1,0,2,1,2,1,2,1,1,0,1,2,2,0,2,1,2,0,2,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,0,0,1,0,1,2,0,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1,28,3,1.058252427184466,-0.4300456074831224
2,1,1,1,1,1,2,0,1,0,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,0,1,1,1,1,2,1,1,0,1,2,0,1,1,1,0,0,1,2,1,0,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,2,2,2,2,1,0,29,3,1.0364464692482915,-0.5198106176453684
2,1,1,1,1,1,1,1,1,1,0,1,1,2,1,1,2,1,1,1,0,1,2,1,2,0,1,2,1,1,0,1,1,2,0,1,1,1,1,1,1,1,0,2,1,1,1,0,1,1,1,1,1,1,1,2,1,2,2,0,1,1,1,2,1,1,2,0,2,2,2,2,2,0,1,30,3,1.0550098231827112,-0.499930081545718
0,1,1,1,1,2,2,0,2,1,1,1,1,2,0,1,2,0,1,1,1,1,2,1,2,1,1,1,2,0,0,1,2,1,1,2,1,0,2,1,1,1,1,2,1,1,1,1,1,1,1,0,2,2,1,1,1,2,1,1,1,0,1,2,1,1,2,2,2,0,2,2,2,2,2,31,3,1.0524475524475525,-0.41795263057835474
1,0,1,1,1,1,1,0,0,1,1,1,0,2,1,1,2,1,1,1,1,0,1,0,1,0,1,1,2,2,1,0,1,1,1,1,1,1,2,1,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,0,1,1,32,3,1.0394431554524362,-0.530884424438775
0,1,0,1,1,0,0,2,1,1,1,2,1,2,1,2,2,2,1,1,2,2,1,1,2,1,1,2,0,2,1,1,1,1,1,2,2,1,2,1,1,1,1,0,2,1,1,1,1,1,1,0,1,2,1,2,1,2,2,1,0,2,0,2,2,1,2,2,0,2,2,2,2,2,2,33,3,1.0665584415584415,-0.41532781526910045
0,0,1,0,1,1,2,0,1,1,1,1,1,2,1,0,2,0,1,1,1,2,1,1,2,1,1,2,2,2,1,2,1,1,1,2,1,1,2,1,1,1,1,0,2,1,1,1,1,1,1,1,2,1,1,2,1,0,1,1,2,2,1,0,1,1,2,2,2,2,2,2,2,0,2,34,3,1.0564971751412429,-0.4318923323093765
1,1,1,1,1,1,2,1,0,1,1,2,1,2,1,1,2,1,1,1,1,2,2,0,1,1,1,2,0,0,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,0,1,0,0,1,1,2,1,1,1,1,2,0,1,1,1,0,1,1,1,2,2,2,2,2,0,1,2,1,35,3,1.0541666666666667,-0.4064914145627595
2,1,0,1,1,2,2,0,1,1,1,1,1,2,1,0,2,2,2,1,1,1,2,0,1,1,1,2,0,0,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,0,1,1,1,1,2,1,2,1,1,1,2,0,1,1,1,1,0,2,0,2,2,2,2,2,36,3,1.0559701492537314,-0.45096770127371805
1,1,1,1,1,0,2,1,1,0,1,2,1,2,1,2,0,1,0,1,1,2,2,0,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,0,0,1,1,2,0,1,1,1,1,1,1,1,2,1,1,1,0,2,2,1,0,1,1,2,1,1,1,1,1,1,1,2,2,2,1,37,3,1.0462776659959758,-0.4121781296840934
2,1,1,1,1,1,2,1,0,1,1,2,1,2,1,1,2,2,1,1,1,2,0,1,0,1,1,2,1,2,1,1,0,2,1,1,1,1,0,1,2,1,0,2,0,1,1,1,0,1,1,2,2,1,1,2,1,2,2,2,1,2,1,1,0,1,1,2,1,2,0,2,2,2,1,38,3,1.0554561717352415,-0.42020968604677555
2,1,1,1,1,2,2,1,1,1,1,0,1,2,1,0,2,2,1,1,1,0,0,1,2,1,1,0,2,2,1,1,2,0,1,1,1,1,2,0,2,1,1,2,2,1,1,1,2,1,1,0,2,1,1,2,1,2,2,2,1,2,1,1,2,1,2,2,0,0,2,2,2,2,2,39,3,1.0542372881355933,-0.4960460833643332
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,0,1,1,1,0,0,0,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,2,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,2,1,1,2,1,1,1,2,2,2,2,1,40,3,1.033175355450237,-0.38634231588387513
2,1,0,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,0,1,1,1,2,1,2,0,1,0,2,0,1,1,0,1,1,1,2,0,1,1,1,1,0,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,0,2,1,1,1,1,1,1,1,0,2,2,2,2,1,41,3,1.0466101694915255,-0.42795040132944007
0,1,1,1,0,2,1,1,1,1,0,2,0,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,0,2,1,1,1,1,1,0,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,1,0,0,1,1,2,2,0,2,2,2,2,2,42,3,1.047191011235955,-0.3229513905990117
0,1,1,1,1,0,2,1,1,1,1,2,1,0,1,0,2,1,2,1,2,2,2,0,1,1,1,1,1,2,2,2,1,0,2,2,1,1,0,1,0,1,1,2,2,1,1,1,1,1,1,1,2,1,1,0,1,2,2,2,1,2,1,2,2,1,1,2,1,2,0,2,2,2,2,43,3,1.0350877192982457,-0.3105878244236742
2,1,1,1,0,1,2,0,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,0,1,1,2,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,1,2,2,0,0,1,0,1,1,2,2,2,2,0,2,0,44,3,1.0382165605095541,-0.5588953798145078
1,1,0,1,1,1,2,1,1,1,0,1,1,2,1,1,1,1,1,0,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,0,2,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,2,2,1,1,1,1,1,2,1,2,2,2,2,0,1,45,3,1.0301075268817204,-0.5408196192969865
1,1,1,1,1,1,2,1,1,1,0,0,1,2,1,1,2,1,1,1,1,0,1,1,2,0,1,1,2,1,1,1,1,2,1,0,1,1,2,0,1,1,0,2,1,1,0,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,0,2,1,2,0,2,1,2,2,2,2,1,46,3,1.0631364562118126,-0.5270211823065932
1,1,1,1,1,0,2,1,1,1,1,2,1,2,0,2,2,1,0,1,0,1,1,1,2,1,1,2,2,0,1,1,1,1,1,2,1,1,2,0,1,1,1,2,2,1,1,1,1,1,1,1,2,1,0,1,1,0,2,2,1,2,2,2,2,1,2,0,0,2,2,2,2,2,1,47,3,1.0553571428571429,-0.5035328658180924
1,1,1,1,1,0,2,1,0,1,0,2,1,2,0,1,2,0,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,0,1,2,0,1,0,1,1,1,1,2,2,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,48,3,1.0505836575875487,-0.48377860727688005
2,1,1,1,1,1,2,1,1,1,1,0,1,2,1,1,2,1,1,0,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,2,1,0,2,1,2,1,1,1,2,1,1,2,2,2,2,1,49,3,1.0527426160337552,-0.521660934920347
1,1,1,1,1,1,2,1,0,1,1,1,1,2,1,2,0,0,0,1,1,1,2,1,1,0,1,2,1,2,1,1,1,1,1,1,1,1,2,0,1,1,1,2,1,1,0,1,1,1,1,1,2,1,1,2,2,1,0,1,1,1,0,0,2,1,2,2,2,2,2,2,2,1,1,50,3,1.0531309297912714,-0.4438980769820585
0,1,1,1,1,1,2,1,1,1,1,2,1,2,1,0,2,1,2,1,1,2,0,1,2,1,0,2,2,0,1,2,0,1,2,2,1,1,2,1,1,1,1,0,0,1,1,1,1,0,1,1,2,1,1,1,1,2,2,2,2,2,1,0,1,1,1,1,1,2,2,2,2,2,1,51,3,1.0637898686679175,-0.40828861843187664
2,1,0,0,1,1,2,1,0,1,1,1,1,2,1,1,1,1,1,0,1,1,2,1,2,1,1,0,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,2,2,1,1,0,0,1,0,1,1,2,1,2,2,1,52,3,1.0438413361169103,-0.5181113441977448
0,1,1,0,0,1,2,0,1,1,1,1,1,2,1,0,1,0,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,1,1,1,2,1,1,1,1,1,0,0,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,1,2,1,1,53,3,1.039832285115304,-0.49608432029436456
0,1,1,1,1,1,2,1,1,1,0,1,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,2,2,2,1,1,1,1,0,2,1,0,2,1,1,1,0,2,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,2,1,1,2,2,2,2,2,1,54,3,1.058695652173913,-0.5476055777353891
2,1,1,1,0,2,0,1,1,1,1,0,1,2,1,0,2,0,2,0,2,1,2,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,0,1,0,1,1,2,2,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,0,2,1,2,1,1,1,1,1,2,2,2,2,2,1,55,3,1.0595009596928984,-0.3909009359573039
2,1,1,1,0,1,1,0,1,0,1,1,1,2,1,1,2,1,1,1,1,0,2,0,2,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,2,2,1,2,2,2,1,56,3,1.0338600451467268,-0.5176675039393323
1,1,1,1,1,1,2,1,0,1,1,2,1,2,1,1,2,0,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,0,1,1,1,2,0,1,1,1,2,2,0,0,1,1,1,1,1,1,1,1,0,1,1,2,1,1,1,0,1,1,0,2,1,1,0,1,2,1,1,1,57,3,1.0289532293986636,-0.4721631409225626
2,1,1,1,1,2,0,0,1,1,1,2,1,2,1,0,0,0,1,1,2,2,1,1,1,1,1,1,0,2,1,0,2,1,1,2,1,1,2,1,1,1,1,2,2,1,1,1,2,1,2,2,2,1,1,2,0,2,2,1,0,2,1,2,1,1,2,2,2,2,2,2,0,2,1,58,3,1.0664451827242525,-0.3797638578309359
2,1,1,1,1,1,2,0,1,1,1,2,1,0,1,0,2,1,1,0,2,2,2,1,0,1,1,2,1,1,1,1,1,1,1,1,0,2,2,1,1,1,1,1,2,1,1,1,2,1,1,0,1,1,1,1,0,2,2,1,2,2,1,1,1,1,0,2,2,0,2,2,2,2,1,59,3,1.0583804143126176,-0.4176748915946965
1,1,1,1,1,1,2,1,1,1,1,2,1,0,1,1,2,1,1,0,1,1,1,0,0,1,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,0,1,2,1,1,0,1,0,1,1,1,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,2,1,2,2,2,2,1,0,60,3,1.044496487119438,-0.42855249643243176
2,0,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,2,0,1,0,0,2,1,1,1,1,1,1,2,0,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,0,1,2,1,1,2,1,0,2,1,2,0,1,1,2,2,0,2,2,2,2,1,61,3,1.0636182902584492,-0.41208356274948793
2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,0,1,2,0,0,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,0,2,1,1,1,1,1,0,1,1,0,2,0,1,2,1,1,1,0,2,1,1,2,2,2,2,2,1,62,3,1.04989604989605,-0.46465998466325004
2,1,1,0,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,2,1,1,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,2,0,1,1,2,1,1,2,1,2,0,1,1,1,0,1,1,1,2,2,0,2,2,2,2,0,1,63,3,1.0501089324618735,-0.32437140222646027
1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,2,0,1,1,1,1,1,0,0,1,1,2,1,2,1,1,1,1,1,1,1,1,2,0,1,0,1,0,2,0,1,1,2,1,0,1,0,1,1,2,1,1,2,1,1,1,1,1,0,1,1,2,2,1,2,2,2,2,1,64,3,1.0421052631578946,-0.4785538030929568
2,1,1,1,1,2,2,1,2,1,1,2,1,2,1,2,2,0,1,1,1,0,1,1,2,1,1,2,0,2,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,0,1,1,2,1,2,2,0,0,0,1,2,0,0,2,2,0,2,1,2,2,2,1,65,3,1.0612612612612613,-0.48629964850583535
2,1,1,0,1,1,2,1,0,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,0,1,1,1,1,1,1,0,0,0,1,1,1,1,2,1,1,0,1,1,0,1,1,2,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,2,2,2,2,2,1,66,3,1.0495283018867925,-0.4818577566954711
1,1,1,1,1,2,2,1,1,1,0,2,1,2,1,2,2,0,1,1,2,1,2,1,2,0,1,2,2,2,1,1,2,1,1,2,2,0,2,1,1,1,1,0,0,1,1,1,2,1,1,0,1,1,1,1,1,1,2,0,1,0,1,2,1,1,1,2,2,2,0,2,2,2,1,67,3,1.0571428571428572,-0.4545639979561287
2,1,1,0,1,0,2,1,1,1,1,2,1,0,1,1,2,1,1,1,1,2,2,2,2,1,1,1,1,2,1,2,1,0,1,2,1,1,0,1,1,1,0,2,2,1,1,1,2,1,1,1,2,1,1,0,1,2,1,2,1,2,1,1,2,1,2,0,1,1,0,1,0,2,1,68,3,1.0590405904059041,-0.23627465443761497
1,0,1,1,1,1,2,1,1,1,0,2,1,2,1,0,2,1,1,1,1,2,1,1,2,1,1,2,2,2,1,1,0,1,1,2,0,1,2,1,1,0,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,2,2,0,2,2,1,0,2,1,1,2,2,2,2,2,0,2,1,69,3,1.0497237569060773,-0.5416109823994578
2,1,0,0,1,1,2,0,1,0,1,2,1,2,1,1,2,1,1,1,1,1,0,1,2,1,1,1,2,1,0,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,0,1,1,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,2,2,2,0,70,3,1.0534521158129175,-0.5965291437221262
2,1,1,1,0,2,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,2,1,0,2,2,0,1,1,1,1,0,1,1,1,2,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,2,0,1,1,2,0,2,1,2,2,1,1,71,3,1.0406852248394005,-0.48000444444191703
2,1,1,1,0,2,2,1,1,1,1,1,1,2,0,1,0,2,1,1,0,1,0,1,1,1,1,1,1,2,1,1,1,1,1,2,0,1,0,1,1,1,1,0,2,1,1,1,2,1,1,0,1,1,1,1,1,2,2,1,2,2,1,1,1,0,2,1,1,2,2,2,2,2,1,72,3,1.0548780487804879,-0.3970807658325651
0,1,0,1,1,1,1,1,1,1,1,1,1,2,0,2,2,1,1,1,2,1,1,1,0,1,1,1,2,2,1,0,2,1,1,2,1,0,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,2,0,1,1,0,1,2,2,1,2,2,1,2,2,2,2,0,1,73,3,1.05175983436853,-0.3899854918748099
2,1,1,1,1,1,2,1,0,1,1,2,1,2,1,1,2,2,0,1,1,2,1,1,2,1,0,2,2,2,1,1,1,1,1,1,1,1,2,1,1,0,1,2,2,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,2,1,1,2,0,2,0,1,2,2,0,0,2,1,74,3,1.0556701030927835,-0.45673002229609116
2,1,0,1,1,1,2,0,1,1,1,2,1,0,1,2,2,1,1,1,2,1,0,1,2,1,1,2,1,1,1,0,2,1,1,2,1,1,2,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,0,2,1,1,0,2,1,2,1,1,1,2,1,0,2,2,2,2,2,75,3,1.049335863377609,-0.46521299339219563
2,1,1,1,1,2,2,1,1,1,1,2,1,2,1,2,2,2,0,1,1,1,2,1,1,1,1,2,1,2,1,0,0,1,2,2,0,1,2,1,2,1,1,2,0,1,0,1,2,1,1,1,2,1,1,2,1,2,2,1,0,1,0,2,1,1,1,2,1,0,2,2,0,2,1,76,3,1.0510708401976936,-0.4802718242255404
2,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,2,2,1,1,1,2,0,1,1,1,2,1,2,0,1,1,1,1,1,2,1,2,1,1,1,1,2,1,0,1,1,0,1,0,2,2,2,1,2,1,1,2,1,1,2,1,1,1,1,0,2,0,1,1,2,2,0,1,77,3,1.0472854640980735,-0.41406676426042643
1,0,1,1,1,0,2,0,1,1,0,0,1,2,1,1,0,1,1,1,1,1,1,1,2,1,1,1,2,2,1,0,1,1,1,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,0,1,1,1,1,1,1,2,1,0,2,2,1,1,1,0,1,2,2,2,2,1,2,2,1,78,3,1.049079754601227,-0.5304312010196423
