0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,seed,simple_param,EPH,corr
,3.0,0.0,0.0,3.0,9.0,0.0,7.0,1.0,5.0,3.0,2.0,3.0,,2.0,5.0,4.0,8.0,3.0,4.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,7.0,3.0,5.0,7.0,1.0,1.0,8.0,4.0,3.0,6.0,1.0,4.0,5,6.0,0.0,1.0,6.0,0.0,1.0,2.0,3.0,9.0,3.0,4.0,1.0,3.0,4.0,3.0,,3.0,2.0,,0.0,,9.0,5.0,9.0,6.0,2.0,,0.0,6.0,3.0,,,,3.0,6.0,10,0.02,3.600818833162743,-0.19724027250099682
,3.0,0.0,3.0,6.0,3.0,5.0,4.0,5.0,0.0,1.0,,6.0,,4.0,6.0,,,,4.0,6.0,0.0,5.0,6.0,7.0,2.0,0.0,2.0,4.0,3.0,0.0,2.0,4.0,4.0,5.0,6.0,6.0,4.0,,2,4.0,2.0,6.0,,3.0,6.0,5.0,0.0,3.0,6.0,1.0,2.0,5.0,4.0,4.0,,2.0,0.0,1.0,7.0,6.0,4.0,4.0,4.0,0.0,3.0,3.0,7.0,,5.0,0.0,0.0,4.0,,5.0,11,0.02,3.0935613682092553,-0.03614586912303655
4.0,1.0,5.0,3.0,3.0,6.0,,0.0,0.0,3.0,4.0,2.0,3.0,,0.0,1.0,,0.0,5.0,2.0,4.0,,,0.0,,1.0,0.0,2.0,,0.0,5.0,3.0,1.0,3.0,6.0,6.0,3.0,0.0,6.0,3,4.0,3.0,4.0,3.0,0.0,4.0,4.0,1.0,4.0,3.0,5.0,2.0,,6.0,5.0,3.0,0.0,,1.0,2.0,3.0,5.0,3.0,6.0,2.0,4.0,4.0,2.0,5.0,6.0,,,,3.0,1.0,12,0.02,2.738821138211382,-0.15804324059881036
3.0,1.0,2.0,1.0,0.0,,,4.0,2.0,3.0,1.0,3.0,1.0,,0.0,,,4.0,2.0,3.0,6.0,3.0,5.0,0.0,,4.0,4.0,2.0,6.0,6.0,5.0,0.0,3.0,0.0,3.0,1.0,7.0,,5.0,4,4.0,4.0,4.0,5.0,5.0,3.0,2.0,0.0,4.0,5.0,5.0,0.0,6.0,3.0,4.0,6.0,2.0,1.0,4.0,7.0,3.0,6.0,4.0,7.0,7.0,3.0,6.0,5.0,0.0,7.0,7.0,0.0,4.0,0.0,,13,0.02,3.0461384152457374,-0.3211118534228371
2.0,4.0,0.0,7.0,1.0,4.0,0.0,4.0,0.0,1.0,6.0,,4.0,5.0,3.0,7.0,,3.0,,1.0,7.0,4.0,7.0,3.0,,6.0,5.0,2.0,8.0,,1.0,5.0,,0.0,3.0,3.0,8.0,7.0,5.0,3,5.0,2.0,8.0,0.0,5.0,3.0,0.0,4.0,7.0,2.0,5.0,6.0,4.0,8.0,0.0,1.0,2.0,7.0,,4.0,6.0,,4.0,8.0,,5.0,2.0,0.0,4.0,3.0,,3.0,0.0,2.0,0.0,14,0.02,3.5078585461689586,0.010344520541846987
7.0,1.0,4.0,3.0,3.0,7.0,5.0,1.0,5.0,0.0,7.0,,5.0,8.0,4.0,8.0,7.0,5.0,0.0,3.0,8.0,4.0,8.0,2.0,1.0,0.0,3.0,7.0,2.0,,0.0,8.0,3.0,3.0,3.0,0.0,0.0,5.0,,1,4.0,4.0,0.0,2.0,5.0,6.0,3.0,4.0,1.0,5.0,2.0,0.0,4.0,,5.0,0.0,4.0,8.0,0.0,5.0,4.0,5.0,8.0,4.0,4.0,3.0,3.0,1.0,6.0,6.0,,,,8.0,7.0,15,0.02,3.4397590361445785,-0.26894773094077246
6.0,2.0,0.0,4.0,2.0,0.0,5.0,6.0,1.0,2.0,2.0,3.0,4.0,,4.0,6.0,,,,2.0,2.0,4.0,2.0,1.0,4.0,2.0,5.0,0.0,3.0,,6.0,4.0,,4.0,3.0,2.0,1.0,,,5,3.0,4.0,0.0,,5.0,,3.0,0.0,4.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,4.0,6.0,0.0,6.0,3.0,2.0,5.0,4.0,5.0,6.0,4.0,6.0,,6.0,3.0,,0.0,1.0,16,0.02,2.962962962962963,-0.23395339408717486
1.0,5.0,3.0,3.0,2.0,4.0,,4.0,6.0,4.0,3.0,4.0,5.0,,0.0,5.0,0.0,,0.0,2.0,6.0,2.0,3.0,5.0,6.0,4.0,5.0,5.0,0.0,,4.0,4.0,5.0,4.0,3.0,0.0,3.0,3.0,,2,6.0,2.0,1.0,5.0,2.0,4.0,,5.0,4.0,0.0,3.0,3.0,5.0,4.0,5.0,,4.0,5.0,,6.0,0.0,5.0,3.0,6.0,2.0,,6.0,0.0,0.0,0.0,,5.0,,,5.0,17,0.02,2.6618556701030927,-0.007575142789959887
,4.0,2.0,2.0,1.0,5.0,7.0,0.0,2.0,4.0,6.0,,6.0,,2.0,7.0,0.0,2.0,5.0,4.0,6.0,1.0,4.0,5.0,3.0,4.0,4.0,5.0,2.0,7.0,1.0,6.0,,3.0,5.0,1.0,4.0,4.0,,4,1.0,0.0,5.0,7.0,0.0,7.0,2.0,5.0,0.0,3.0,3.0,,5.0,5.0,4.0,6.0,0.0,,0.0,0.0,1.0,1.0,5.0,,7.0,4.0,,6.0,1.0,,0.0,3.0,,0.0,6.0,18,0.02,3.068,0.03200650231857035
,0.0,3.0,1.0,2.0,3.0,0.0,4.0,1.0,1.0,3.0,7.0,2.0,0.0,0.0,5.0,6.0,,3.0,2.0,1.0,,3.0,4.0,,6.0,0.0,,,1.0,,3.0,5.0,5.0,2.0,4.0,4.0,1.0,7.0,1,3.0,1.0,4.0,6.0,2.0,5.0,0.0,0.0,,3.0,6.0,6.0,3.0,1.0,4.0,3.0,,0.0,6.0,0.0,2.0,0.0,5.0,,,2.0,4.0,5.0,4.0,7.0,6.0,3.0,,5.0,7.0,19,0.02,3.3708542713567837,-0.34449951798151834
0.0,2.0,1.0,2.0,5.0,0.0,7.0,3.0,7.0,6.0,6.0,,0.0,7.0,4.0,,,6.0,4.0,6.0,7.0,0.0,7.0,3.0,5.0,6.0,8.0,,7.0,4.0,4.0,5.0,6.0,0.0,3.0,7.0,8.0,4.0,0.0,5,3.0,6.0,3.0,,3.0,5.0,6.0,7.0,0.0,6.0,4.0,7.0,7.0,7.0,5.0,6.0,6.0,3.0,6.0,0.0,0.0,2.0,6.0,,8.0,6.0,5.0,,5.0,6.0,3.0,0.0,,,,20,0.02,3.1973550356052898,0.06514357493746811
,4.0,3.0,0.0,3.0,2.0,1.0,1.0,6.0,6.0,0.0,4.0,1.0,0.0,0.0,2.0,5.0,5.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,,1.0,5.0,,6.0,3.0,2.0,0.0,3.0,5.0,,2.0,2.0,6.0,1,6.0,4.0,3.0,0.0,2.0,2.0,2.0,3.0,4.0,4.0,1.0,,6.0,4.0,1.0,5.0,4.0,0.0,4.0,1.0,6.0,,3.0,2.0,,5.0,5.0,1.0,3.0,,5.0,,,,5.0,21,0.02,2.9045226130653266,-0.13201223702057552
,2.0,3.0,3.0,5.0,4.0,6.0,5.0,3.0,8.0,0.0,2.0,3.0,,6.0,0.0,0.0,4.0,8.0,4.0,5.0,6.0,8.0,7.0,,5.0,4.0,,,7.0,5.0,7.0,0.0,0.0,5.0,7.0,,6.0,,5,5.0,4.0,2.0,4.0,5.0,5.0,6.0,6.0,0.0,2.0,1.0,0.0,,4.0,5.0,2.0,6.0,6.0,4.0,6.0,5.0,8.0,0.0,0.0,,3.0,3.0,7.0,8.0,4.0,,5.0,0.0,6.0,5.0,22,0.02,3.1296482412060302,-0.08891057433900633
3.0,4.0,5.0,3.0,0.0,4.0,,2.0,0.0,0.0,4.0,4.0,2.0,,4.0,3.0,,3.0,1.0,4.0,0.0,7.0,1.0,0.0,,5.0,3.0,2.0,4.0,3.0,2.0,5.0,4.0,2.0,0.0,5.0,6.0,0.0,,2,,2.0,3.0,5.0,2.0,3.0,0.0,3.0,4.0,4.0,7.0,2.0,2.0,5.0,5.0,4.0,4.0,8.0,0.0,4.0,6.0,4.0,1.0,6.0,,1.0,5.0,3.0,,4.0,8.0,,,,0.0,23,0.02,3.183609958506224,-0.258119894521676
2.0,5.0,2.0,6.0,4.0,3.0,,6.0,5.0,2.0,6.0,1.0,6.0,,9.0,8.0,0.0,4.0,9.0,5.0,4.0,5.0,6.0,0.0,0.0,4.0,3.0,,,0.0,4.0,4.0,3.0,9.0,5.0,,0.0,0.0,8.0,6,3.0,1.0,7.0,,,4.0,4.0,7.0,7.0,2.0,2.0,9.0,,7.0,7.0,1.0,0.0,0.0,6.0,4.0,8.0,3.0,3.0,4.0,1.0,0.0,4.0,,5.0,8.0,,3.0,5.0,7.0,0.0,24,0.02,3.6307996051332676,0.05384190106771847
0.0,6.0,7.0,5.0,3.0,,0.0,2.0,5.0,6.0,8.0,8.0,6.0,0.0,6.0,8.0,,5.0,8.0,3.0,4.0,7.0,7.0,4.0,,6.0,5.0,,2.0,0.0,7.0,1.0,,0.0,8.0,8.0,,8.0,,4,5.0,9.0,8.0,0.0,6.0,7.0,7.0,9.0,8.0,6.0,7.0,8.0,,0.0,7.0,,8.0,7.0,0.0,3.0,0.0,8.0,5.0,9.0,1.0,0.0,7.0,7.0,9.0,,,,8.0,8.0,6.0,25,0.02,3.6491053677932404,0.02226064329562883
8.0,1.0,0.0,0.0,0.0,4.0,,1.0,4.0,6.0,1.0,7.0,1.0,,8.0,3.0,2.0,3.0,3.0,2.0,5.0,3.0,6.0,3.0,,7.0,0.0,1.0,4.0,1.0,5.0,6.0,1.0,0.0,4.0,7.0,5.0,0.0,,0,0.0,6.0,6.0,,4.0,2.0,4.0,4.0,3.0,1.0,8.0,3.0,6.0,4.0,0.0,2.0,5.0,,1.0,0.0,8.0,8.0,6.0,3.0,4.0,3.0,,5.0,3.0,5.0,5.0,,,,6.0,26,0.02,3.5588822355289422,-0.2633582181909405
,3.0,4.0,2.0,3.0,,0.0,6.0,3.0,4.0,6.0,7.0,3.0,,0.0,3.0,8.0,3.0,0.0,3.0,5.0,4.0,0.0,7.0,2.0,5.0,5.0,,,6.0,7.0,7.0,5.0,3.0,1.0,6.0,8.0,4.0,8.0,6,2.0,5.0,2.0,6.0,0.0,5.0,3.0,2.0,,1.0,0.0,4.0,8.0,1.0,3.0,6.0,3.0,,6.0,5.0,0.0,6.0,5.0,7.0,3.0,2.0,0.0,0.0,8.0,,0.0,,8.0,,7.0,27,0.02,3.386934673366834,-0.19423447571110747
0.0,4.0,7.0,4.0,4.0,6.0,2.0,6.0,1.0,3.0,7.0,,,0.0,9.0,9.0,7.0,3.0,5.0,0.0,5.0,2.0,9.0,1.0,9.0,6.0,3.0,0.0,3.0,8.0,8.0,0.0,5.0,5.0,8.0,0.0,5.0,6.0,4.0,3,3.0,3.0,1.0,3.0,,5.0,6.0,4.0,,5.0,5.0,,0.0,0.0,2.0,0.0,4.0,4.0,0.0,,,5.0,7.0,8.0,6.0,5.0,,8.0,6.0,,6.0,,3.0,7.0,6.0,28,0.02,3.855457227138643,-0.0733807397878696
,2.0,6.0,3.0,2.0,7.0,,0.0,1.0,0.0,5.0,4.0,3.0,,2.0,7.0,4.0,6.0,,2.0,5.0,1.0,6.0,,7.0,2.0,3.0,5.0,,3.0,2.0,4.0,2.0,0.0,6.0,6.0,6.0,3.0,5.0,1,3.0,0.0,2.0,,0.0,5.0,1.0,3.0,0.0,0.0,4.0,5.0,,0.0,4.0,4.0,5.0,3.0,7.0,5.0,4.0,7.0,4.0,0.0,4.0,4.0,4.0,4.0,7.0,,,,7.0,2.0,0.0,29,0.02,3.1877510040160644,-0.44482806741376196
,4.0,2.0,6.0,3.0,6.0,6.0,2.0,5.0,7.0,0.0,5.0,5.0,9.0,4.0,3.0,2.0,,5.0,3.0,0.0,2.0,8.0,9.0,,0.0,3.0,,4.0,9.0,0.0,4.0,5.0,1.0,0.0,6.0,,1.0,9.0,3,7.0,6.0,0.0,7.0,4.0,4.0,3.0,0.0,8.0,1.0,6.0,6.0,5.0,7.0,5.0,,7.0,1.0,4.0,0.0,9.0,7.0,2.0,8.0,9.0,7.0,,0.0,6.0,6.0,9.0,7.0,2.0,0.0,1.0,30,0.02,3.803326810176125,-0.2805089412638733
0.0,4.0,5.0,3.0,6.0,1.0,,0.0,4.0,4.0,2.0,10.0,4.0,,0.0,8.0,,0.0,10.0,5.0,3.0,6.0,4.0,3.0,,6.0,7.0,5.0,9.0,0.0,0.0,6.0,5.0,1.0,8.0,10.0,7.0,0.0,10.0,2,2.0,1.0,1.0,6.0,4.0,1.0,8.0,7.0,3.0,3.0,5.0,0.0,,6.0,3.0,4.0,2.0,,,,5.0,0.0,6.0,3.0,6.0,2.0,,4.0,,0.0,9.0,10.0,8.0,8.0,7.0,31,0.02,4.0817916260954235,-0.22097327991387158
4.0,0.0,4.0,3.0,1.0,2.0,5.0,0.0,0.0,5.0,3.0,1.0,0.0,5.0,1.0,2.0,,,3.0,4.0,2.0,0.0,4.0,0.0,,0.0,3.0,2.0,,,2.0,0.0,5.0,2.0,4.0,5.0,,2.0,,2,4.0,1.0,2.0,,4.0,0.0,3.0,1.0,4.0,,2.0,4.0,3.0,4.0,2.0,5.0,3.0,3.0,2.0,3.0,4.0,5.0,,4.0,3.0,1.0,4.0,3.0,,3.0,2.0,,0.0,3.0,4.0,32,0.02,2.517205422314911,-0.3749813961888955
0.0,5.0,0.0,5.0,5.0,0.0,0.0,5.0,5.0,6.0,1.0,7.0,3.0,,8.0,2.0,7.0,6.0,5.0,3.0,8.0,3.0,4.0,5.0,4.0,4.0,3.0,5.0,0.0,,6.0,3.0,6.0,4.0,4.0,2.0,7.0,4.0,,7,4.0,3.0,1.0,0.0,4.0,,6.0,5.0,4.0,8.0,8.0,0.0,2.0,7.0,8.0,2.0,7.0,7.0,5.0,6.0,0.0,3.0,0.0,4.0,6.0,7.0,7.0,7.0,0.0,8.0,,,,4.0,8.0,33,0.02,3.191808191808192,0.16485183172201343
0.0,0.0,5.0,0.0,1.0,7.0,2.0,0.0,4.0,1.0,3.0,,1.0,4.0,3.0,0.0,,0.0,7.0,4.0,7.0,6.0,4.0,4.0,6.0,,2.0,,,1.0,6.0,5.0,2.0,3.0,4.0,1.0,5.0,7.0,5.0,4,5.0,1.0,1.0,0.0,5.0,3.0,4.0,3.0,2.0,4.0,5.0,2.0,4.0,1.0,4.0,7.0,3.0,0.0,5.0,5.0,5.0,,5.0,0.0,2.0,3.0,7.0,,4.0,1.0,6.0,4.0,5.0,0.0,4.0,34,0.02,2.995943204868154,-0.12002850802490116
,5.0,4.0,4.0,3.0,,2.0,3.0,0.0,1.0,4.0,3.0,,,3.0,6.0,,5.0,2.0,2.0,5.0,5.0,5.0,0.0,,4.0,2.0,,0.0,0.0,5.0,2.0,4.0,2.0,3.0,6.0,4.0,1.0,,3,1.0,2.0,1.0,,6.0,4.0,0.0,5.0,0.0,0.0,4.0,1.0,6.0,4.0,1.0,3.0,1.0,3.0,0.0,5.0,3.0,1.0,0.0,3.0,2.0,2.0,7.0,,7.0,5.0,2.0,0.0,7.0,5.0,4.0,35,0.02,2.979062811565304,-0.1557504425286955
8.0,5.0,0.0,3.0,4.0,4.0,8.0,0.0,3.0,4.0,6.0,8.0,6.0,7.0,3.0,0.0,,7.0,2.0,4.0,1.0,4.0,6.0,0.0,,3.0,6.0,6.0,0.0,0.0,5.0,2.0,1.0,4.0,5.0,6.0,4.0,2.0,4.0,3,5.0,5.0,3.0,7.0,5.0,1.0,3.0,8.0,4.0,2.0,0.0,3.0,8.0,6.0,5.0,,2.0,,6.0,4.0,8.0,,0.0,6.0,,4.0,,0.0,7.0,0.0,,4.0,5.0,,5.0,36,0.02,3.262575452716298,-0.23853368631443
5.0,,3.0,2.0,1.0,0.0,,1.0,4.0,0.0,1.0,7.0,3.0,,6.0,,0.0,6.0,0.0,2.0,1.0,3.0,6.0,0.0,7.0,4.0,1.0,2.0,5.0,5.0,6.0,3.0,7.0,3.0,6.0,3.0,2.0,1.0,,0,0.0,,1.0,6.0,0.0,7.0,5.0,7.0,1.0,3.0,2.0,4.0,4.0,5.0,3.0,4.0,0.0,2.0,2.0,2.0,0.0,6.0,7.0,5.0,3.0,1.0,7.0,5.0,3.0,5.0,7.0,,,6.0,3.0,37,0.02,3.30938123752495,-0.30774196755030697
8.0,1.0,6.0,4.0,1.0,6.0,6.0,4.0,0.0,2.0,3.0,,3.0,3.0,4.0,8.0,,5.0,6.0,2.0,3.0,4.0,0.0,8.0,0.0,4.0,3.0,6.0,8.0,,2.0,5.0,0.0,4.0,3.0,4.0,5.0,4.0,0.0,4,3.0,6.0,0.0,7.0,0.0,7.0,8.0,7.0,0.0,7.0,1.0,2.0,3.0,,6.0,5.0,,4.0,3.0,6.0,8.0,4.0,,,0.0,4.0,8.0,4.0,5.0,4.0,0.0,,,8.0,,38,0.02,3.5906374501992033,-0.10704194709772256
4.0,7.0,4.0,4.0,3.0,7.0,4.0,7.0,6.0,4.0,5.0,0.0,6.0,,3.0,0.0,,6.0,7.0,3.0,4.0,0.0,0.0,2.0,,5.0,7.0,0.0,3.0,4.0,8.0,7.0,3.0,0.0,6.0,4.0,6.0,,,0,6.0,5.0,4.0,2.0,8.0,5.0,4.0,2.0,5.0,4.0,6.0,0.0,1.0,1.0,7.0,7.0,3.0,8.0,8.0,,5.0,2.0,8.0,6.0,4.0,2.0,,,0.0,0.0,5.0,,,5.0,4.0,39,0.02,3.281,0.09915755170049152
,6.0,,7.0,6.0,6.0,7.0,4.0,2.0,5.0,4.0,1.0,3.0,,,7.0,2.0,0.0,2.0,5.0,0.0,7.0,7.0,2.0,0.0,0.0,0.0,4.0,4.0,2.0,1.0,7.0,4.0,5.0,2.0,,0.0,6.0,4.0,3,4.0,5.0,0.0,7.0,3.0,4.0,3.0,0.0,6.0,1.0,1.0,1.0,6.0,7.0,3.0,5.0,2.0,4.0,3.0,,0.0,0.0,,2.0,6.0,2.0,2.0,4.0,2.0,7.0,,,,,7.0,40,0.02,3.4458536585365853,-0.0850726509192274
1.0,2.0,0.0,3.0,2.0,3.0,,2.0,3.0,1.0,2.0,,5.0,8.0,2.0,4.0,8.0,2.0,0.0,1.0,2.0,3.0,,1.0,7.0,0.0,1.0,0.0,4.0,0.0,3.0,1.0,0.0,6.0,2.0,3.0,5.0,0.0,,3,1.0,4.0,0.0,,4.0,3.0,1.0,2.0,,3.0,2.0,2.0,4.0,6.0,1.0,2.0,6.0,2.0,8.0,5.0,0.0,8.0,4.0,6.0,3.0,3.0,4.0,6.0,3.0,0.0,6.0,,,8.0,6.0,41,0.02,3.0340909090909096,-0.3508320730990909
0.0,5.0,3.0,3.0,0.0,2.0,5.0,4.0,7.0,3.0,0.0,,0.0,,4.0,4.0,,,5.0,3.0,6.0,7.0,6.0,2.0,2.0,8.0,6.0,5.0,0.0,4.0,1.0,3.0,4.0,,3.0,0.0,8.0,,6.0,1,3.0,6.0,1.0,4.0,,4.0,5.0,3.0,2.0,2.0,1.0,4.0,,4.0,,1.0,4.0,5.0,,6.0,2.0,0.0,3.0,0.0,0.0,2.0,7.0,6.0,,0.0,7.0,6.0,8.0,7.0,4.0,42,0.02,3.5715695952615993,-0.18725978701555232
0.0,4.0,2.0,5.0,4.0,0.0,6.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,3.0,0.0,6.0,5.0,2.0,1.0,4.0,6.0,,0.0,6.0,5.0,3.0,4.0,5.0,4.0,2.0,5.0,,0.0,6.0,2.0,5.0,6.0,0.0,4,0.0,6.0,7.0,,6.0,4.0,7.0,7.0,6.0,2.0,3.0,4.0,7.0,2.0,7.0,0.0,3.0,7.0,6.0,3.0,1.0,4.0,6.0,6.0,2.0,1.0,3.0,,5.0,4.0,0.0,4.0,,,,43,0.02,3.0731225296442686,0.016973008854675023
7.0,5.0,3.0,4.0,0.0,,3.0,0.0,,2.0,4.0,3.0,4.0,6.0,2.0,7.0,,4.0,1.0,1.0,2.0,5.0,,2.0,6.0,1.0,1.0,2.0,2.0,4.0,3.0,,2.0,5.0,5.0,5.0,3.0,3.0,,2,0.0,2.0,3.0,,6.0,7.0,4.0,7.0,3.0,5.0,4.0,6.0,2.0,0.0,0.0,5.0,4.0,,1.0,4.0,,2.0,0.0,0.0,7.0,0.0,,2.0,3.0,,,5.0,0.0,7.0,0.0,44,0.02,3.258517034068136,-0.20814385700311117
2.0,3.0,0.0,2.0,1.0,2.0,,3.0,3.0,2.0,0.0,,2.0,4.0,4.0,,,4.0,1.0,0.0,4.0,3.0,3.0,5.0,7.0,3.0,5.0,5.0,6.0,3.0,3.0,4.0,1.0,5.0,2.0,4.0,5.0,0.0,,3,4.0,0.0,3.0,6.0,1.0,2.0,1.0,0.0,0.0,4.0,2.0,0.0,6.0,7.0,1.0,4.0,0.0,5.0,,4.0,6.0,,3.0,3.0,4.0,5.0,,3.0,6.0,,,,5.0,0.0,5.0,45,0.02,2.91317671092952,-0.3583220931199753
