,Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,theta,seed,q,EPH,corr
10,10,0,1,1,1,1,1,2,1,0,0,1,2,1,2,1,0,2.0,1,2,1,1,2,2,1,1.0,1,1,2,0.0,0,1,2,2,1,1,1,0,1,2,1,0,1,1,2.0,2,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,2,1,2,0,1,2,2,2,2,2,2.0,2.0,0,1,3,10,-1.0,1.0567986230636832,-0.42708476193031647
11,11,2,1,1,1,1,1,2,1,1,1,1,2,1,0,1,1,2.0,1,1,1,1,2,1,1,0.0,0,1,2,2.0,2,1,1,0,0,1,1,2,1,2,1,1,1,1,2.0,2,0,1,1,0,1,1,2,2,2,1,0,1,1,2,2,2,2,2,0,1,1,2,2,1,2,2,0.0,2.0,2,1,3,11,-1.0,1.0706713780918728,-0.4012009527840242
12,12,2,1,0,0,1,0,0,1,1,1,1,2,1,2,1,2,2.0,2,2,1,2,1,0,2,2.0,1,1,0,2.0,2,1,1,1,2,2,2,2,1,2,1,1,1,1,2.0,2,1,2,1,0,0,1,2,0,1,1,2,1,2,2,2,2,3,2,2,2,1,2,0,2,2,2,2.0,2.0,2,2,5,12,-1.0,1.1302521008403361,-0.5307318735476494
13,13,2,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,0.0,2,2,1,2,2,2,1,2.0,0,0,2,2.0,2,1,1,1,2,1,2,2,1,2,1,1,1,1,2.0,1,2,0,1,0,1,1,1,2,1,0,2,1,2,0,1,2,2,2,2,1,1,0,2,2,2,2,2.0,2.0,2,0,4,13,-1.0,1.111280487804878,-0.6147313106059505
14,14,2,1,1,1,0,2,2,1,1,1,0,2,0,1,1,1,2.0,1,1,1,2,2,0,1,2.0,0,0,2,0.0,2,1,1,0,2,1,1,1,2,1,1,1,1,1,2.0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,0,2,2,1,1,2,2,2,2,2,0.0,2.0,2,2,5,14,-1.0,1.1299524564183836,-0.46956864679118154
15,15,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1.0,0,1,1,1,1,1,1,1.0,1,1,0,0.0,2,1,0,1,1,1,1,1,1,1,1,1,1,1,2.0,2,1,1,0,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,1,2,2,2,2,0.0,0.0,2,1,2,15,-1.0,1.0241545893719808,-0.2177171874814712
16,16,2,1,1,1,0,1,2,1,1,1,2,2,1,2,1,1,0.0,2,2,1,1,1,1,1,2.0,1,1,1,1.0,2,0,0,1,1,1,2,1,1,2,1,1,0,1,2.0,1,1,1,1,2,1,1,1,1,1,1,2,1,2,0,1,1,1,1,2,2,0,1,2,0,0,1,2.0,2.0,2,1,3,16,-1.0,1.0592592592592593,-0.46735653789901843
17,17,2,1,1,1,1,2,0,1,1,1,1,2,1,2,1,0,2.0,2,2,1,1,1,0,2,1.0,1,1,2,1.0,2,1,0,1,1,2,2,2,1,2,0,2,1,1,2.0,0,0,1,1,2,1,1,1,2,1,1,2,1,0,2,1,1,1,1,2,2,1,1,2,0,2,2,2.0,2.0,2,1,3,17,-1.0,1.0479876160990713,-0.45076753853481627
18,18,2,1,1,1,1,1,2,1,0,1,1,2,1,2,1,1,2.0,0,1,0,1,1,2,1,0.0,1,1,2,2.0,2,1,1,1,1,1,1,1,1,2,1,1,1,0,2.0,1,1,0,1,2,0,1,1,1,1,1,2,1,1,1,1,2,2,0,1,1,1,0,2,2,0,2,2.0,2.0,2,1,4,18,-1.0,1.0928030303030303,-0.6204322812857231
19,19,2,1,1,1,1,0,2,1,1,1,1,2,1,2,1,2,2.0,2,2,0,1,2,0,1,2.0,1,1,2,2.0,2,1,0,1,2,0,2,2,2,2,1,0,1,1,2.0,2,1,1,1,1,1,1,1,0,1,1,2,0,2,2,1,1,2,1,2,1,1,0,2,1,2,2,2.0,2.0,2,0,4,19,-1.0,1.0946372239747635,-0.6385268000693389
20,20,2,1,2,1,1,2,2,1,1,0,1,2,1,2,1,0,0.0,2,2,1,0,2,0,1,2.0,2,0,2,0.0,2,1,2,2,2,0,2,1,2,2,1,0,1,1,2.0,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,0.0,2.0,2,2,5,20,-1.0,1.1475862068965517,-0.43470300255531596
21,21,2,1,1,1,0,2,2,1,1,1,1,2,1,2,1,2,2.0,2,2,1,1,1,2,1,2.0,1,1,2,2.0,2,1,1,1,2,1,0,2,1,2,1,1,1,1,2.0,0,1,1,1,0,1,1,2,1,1,1,2,0,2,2,1,0,2,1,0,1,1,1,1,2,2,1,2.0,0.0,0,0,3,21,-1.0,1.0619307832422586,-0.45671209272477975
22,22,2,1,1,1,0,2,2,1,0,1,1,2,1,2,0,2,2.0,2,0,1,1,1,2,1,2.0,1,1,2,2.0,2,1,2,1,2,0,1,2,1,2,0,2,0,1,2.0,0,0,1,1,2,1,1,2,2,1,1,2,1,2,2,2,2,2,1,2,0,1,2,2,2,2,2,3.0,2.0,2,1,6,22,-1.0,1.1689944134078212,-0.7478572469824755
23,23,2,1,1,1,1,2,0,1,1,1,1,2,0,2,1,2,2.0,1,2,1,2,1,2,1,2.0,0,1,2,2.0,2,1,0,2,2,1,2,1,1,2,0,0,1,1,2.0,2,0,1,1,2,1,1,0,2,1,0,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,3.0,2.0,0,2,5,23,-1.0,1.144906743185079,-0.6864155626530706
24,24,2,0,1,0,0,2,2,1,1,1,1,0,1,2,1,0,2.0,0,2,1,1,2,2,1,2.0,1,1,2,2.0,2,2,2,1,1,0,2,2,1,2,1,1,1,1,2.0,2,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,1,2,0,1,2,2,2,2,2,2.0,2.0,0,1,4,24,-1.0,1.098360655737705,-0.6353808762105886
25,25,2,1,2,1,0,2,2,1,0,1,2,2,1,2,2,0,3.0,2,2,1,2,2,2,0,3.0,2,1,2,0.0,2,1,2,2,2,2,2,2,1,2,2,2,1,1,3.0,0,1,1,1,2,1,0,2,2,2,2,2,2,2,2,2,2,0,0,2,2,1,2,2,2,2,2,3.0,2.0,2,2,6,25,-1.0,1.2286874154262517,-0.5799860061999902
26,26,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,2.0,0,1,1,1,2,1,1,1.0,1,1,2,1.0,2,1,1,0,1,1,1,1,1,2,1,1,1,1,2.0,2,0,1,1,0,1,1,1,1,0,1,0,1,2,2,1,1,1,0,1,1,0,2,1,0,1,1,2.0,2.0,2,1,2,26,-1.0,1.018348623853211,-0.39202675992572794
27,27,2,1,0,1,1,2,2,2,1,1,2,2,1,0,1,2,2.0,2,2,0,2,1,2,1,0.0,0,1,2,2.0,2,1,0,2,2,2,2,2,0,2,1,2,1,1,2.0,2,1,1,1,2,1,2,2,2,1,1,2,0,2,2,1,2,2,2,2,2,1,2,2,2,2,2,,0.0,2,1,5,27,-1.0,1.1711590296495957,-0.5597527267418676
28,28,1,0,1,0,1,0,2,1,1,1,1,1,0,2,1,1,2.0,1,1,1,1,2,0,0,2.0,1,1,1,2.0,2,1,1,0,1,1,1,1,1,2,1,1,1,1,1.0,2,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,2,1,2,2,2.0,2.0,2,1,3,28,-1.0,1.051454138702461,-0.5749703728489467
29,29,2,1,0,1,1,2,2,1,1,1,1,2,1,2,1,2,2.0,2,2,1,0,2,2,0,0.0,2,1,0,2.0,2,1,2,2,1,0,2,0,1,2,1,0,1,1,2.0,2,1,2,2,2,1,1,2,2,1,1,2,1,2,2,2,2,2,1,2,0,1,1,2,2,0,2,3.0,2.0,2,2,5,29,-1.0,1.1198347107438016,-0.529793521573186
30,30,2,1,0,1,1,2,2,1,1,1,1,2,0,2,2,2,2.0,0,2,1,2,2,2,0,3.0,1,1,2,3.0,2,2,1,2,2,1,2,2,0,2,1,2,1,1,2.0,2,0,0,1,2,1,1,2,2,0,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,3.0,2.0,2,2,6,30,-1.0,1.1981865284974094,-0.7497053449748177
31,31,2,1,1,1,1,2,0,1,1,1,1,2,1,2,1,2,0.0,2,0,1,2,2,2,0,1.0,0,1,1,0.0,2,1,1,2,2,2,1,2,1,2,1,2,1,0,2.0,2,1,0,1,2,1,1,1,2,1,1,2,2,2,0,2,2,1,2,2,2,1,2,2,2,2,2,2.0,2.0,2,1,4,31,-1.0,1.106145251396648,-0.48556991031440616
32,32,2,1,1,0,0,0,2,1,1,0,1,0,1,2,1,2,2.0,1,2,0,1,1,2,1,2.0,1,1,1,2.0,2,1,1,1,2,1,2,1,1,2,1,1,1,1,0.0,2,1,1,1,1,1,1,1,2,1,0,2,1,2,2,2,2,2,0,2,2,1,2,2,2,2,2,0.0,2.0,2,2,5,32,-1.0,1.1284829721362228,-0.6187827254948947
33,33,2,1,2,1,1,2,2,0,1,1,2,2,1,3,0,2,3.0,2,0,1,0,2,2,1,3.0,2,1,2,3.0,2,2,2,2,2,1,2,2,1,3,1,2,1,0,3.0,2,1,1,2,2,1,2,2,2,2,2,2,2,0,2,2,2,0,2,2,2,1,0,0,2,2,2,3.0,2.0,0,1,6,33,-1.0,1.213618157543391,-0.5169216734479997
34,34,2,1,2,1,1,2,2,1,1,1,2,0,1,2,1,2,2.0,2,0,1,0,1,2,1,2.0,1,1,1,2.0,0,2,2,2,0,2,0,2,1,2,1,2,1,1,2.0,2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,2,1,2,1,1,2,1,2,2,0,0,2,2.0,2.0,2,2,3,34,-1.0,1.0530973451327434,-0.4233542637821634
35,35,2,1,1,1,1,2,2,1,1,1,1,0,1,2,1,0,2.0,2,2,1,2,2,2,1,2.0,1,1,2,2.0,2,2,2,1,0,2,2,1,1,2,1,2,1,1,2.0,2,1,1,1,2,1,1,2,2,1,1,0,0,2,2,2,2,2,1,0,0,1,1,2,2,2,2,2.0,0.0,0,1,3,35,-1.0,1.0581929555895866,-0.4572138816412587
36,36,2,1,1,1,1,0,0,1,1,0,1,2,1,2,1,2,2.0,2,2,1,1,2,2,1,2.0,1,1,1,2.0,2,0,2,1,0,1,2,2,0,2,1,0,1,1,2.0,0,1,1,1,1,1,1,2,2,2,1,0,1,2,1,2,1,1,1,2,0,1,1,2,1,2,2,2.0,2.0,2,1,4,36,-1.0,1.065934065934066,-0.5108992596756347
37,37,2,1,1,0,1,2,2,1,0,1,1,1,1,2,1,0,2.0,2,2,1,1,2,0,1,2.0,1,1,2,2.0,2,2,1,2,1,2,0,1,1,2,1,2,1,0,2.0,2,1,1,1,2,1,2,1,2,0,1,2,2,2,2,1,2,2,0,0,2,1,2,0,2,2,2,3.0,2.0,2,2,5,37,-1.0,1.1251778093883358,-0.5748148155217628
38,38,2,1,0,1,0,1,2,1,1,1,1,1,1,0,1,1,2.0,2,1,1,1,2,1,0,2.0,1,1,1,2.0,2,1,1,1,0,1,1,1,1,2,1,1,1,1,2.0,1,1,1,1,1,1,1,1,1,0,1,2,1,1,1,1,0,2,1,1,1,0,1,1,1,1,1,0.0,1.0,2,0,3,38,-1.0,1.0421545667447307,-0.3813797272800654
39,39,2,1,1,1,0,1,1,1,1,0,1,2,1,0,1,2,2.0,1,2,1,0,1,2,1,2.0,1,1,1,2.0,2,1,0,1,2,1,1,1,1,2,1,1,0,1,2.0,1,1,1,1,0,1,1,1,2,1,1,2,1,1,2,0,1,1,1,2,0,1,1,1,1,2,0,2.0,2.0,1,1,3,39,-1.0,1.0433070866141732,-0.45028710839309266
40,40,2,1,1,1,1,1,2,0,1,1,1,2,0,2,1,2,2.0,2,1,0,1,1,2,1,2.0,1,1,1,2.0,2,1,0,1,1,1,2,1,0,2,1,1,1,1,2.0,2,1,1,1,2,1,0,2,1,1,1,1,0,2,1,1,2,2,1,1,1,0,1,2,1,2,0,0.0,2.0,2,2,5,40,-1.0,1.1080196399345335,-0.6119130741717117
41,41,1,1,1,0,1,1,2,1,1,1,1,1,0,1,1,1,2.0,1,1,1,1,1,1,0,1.0,1,0,1,1.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1.0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1.0,1.0,2,1,2,41,-1.0,1.005730659025788,-0.40384293695416357
42,42,2,1,0,1,1,2,2,1,2,1,1,2,1,2,0,2,2.0,2,2,1,0,0,2,0,,1,1,2,2.0,2,1,1,1,2,1,2,2,1,2,1,2,1,1,2.0,2,1,1,1,2,1,1,0,1,2,1,2,2,2,2,1,0,2,1,2,2,1,2,2,2,2,2,0.0,2.0,2,0,5,42,-1.0,1.1232294617563738,-0.6217483054189809
43,43,2,1,1,1,1,2,3,1,2,2,2,2,1,3,2,2,0.0,0,2,1,2,0,2,2,3.0,2,1,2,3.0,2,2,2,2,2,2,2,2,1,3,1,1,1,1,3.0,2,1,2,2,2,0,1,0,2,2,2,2,2,2,0,0,3,3,2,2,0,1,0,2,0,2,2,4.0,3.0,3,2,6,43,-1.0,1.2238605898123325,-0.5026908655947762
44,44,2,1,2,0,1,2,2,1,1,1,2,2,1,2,1,2,3.0,2,2,1,0,2,0,0,3.0,2,1,2,3.0,2,2,2,1,2,2,0,2,1,2,1,2,1,1,3.0,2,0,2,1,2,1,2,2,2,1,2,0,2,2,2,0,2,3,2,2,2,1,2,0,2,2,2,,3.0,2,2,6,44,-1.0,1.20026525198939,-0.5749157246251843
45,45,2,1,1,0,1,2,2,1,1,1,1,2,1,2,0,0,2.0,2,1,1,1,2,1,1,2.0,1,1,2,2.0,2,0,1,0,2,1,0,1,2,2,1,1,1,1,2.0,2,1,1,1,2,1,1,2,2,0,1,1,1,2,2,2,2,0,2,2,2,0,2,2,0,2,2,3.0,2.0,2,1,5,45,-1.0,1.1326530612244898,-0.638944503858038
46,46,1,1,0,1,1,1,2,1,1,1,1,1,1,2,1,2,2.0,1,0,0,2,1,2,1,2.0,1,1,0,2.0,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,2,1.0,0.0,2,1,2,46,-1.0,1.0309859154929577,-0.2301100979998098
47,47,2,1,1,1,1,1,0,0,0,1,1,1,1,2,1,1,2.0,2,1,1,1,2,2,0,1.0,1,1,1,1.0,2,2,1,2,1,1,1,1,1,2,1,1,1,1,2.0,2,1,1,1,2,1,1,0,2,1,1,1,2,2,1,0,1,1,1,1,1,1,1,2,2,2,2,0.0,0.0,2,1,2,47,-1.0,1.0247619047619048,-0.3578916964185859
48,48,0,1,1,1,1,1,0,1,1,1,1,2,1,2,1,2,2.0,2,2,1,1,2,2,1,1.0,1,1,2,1.0,0,2,1,1,1,0,2,1,1,2,1,1,1,1,2.0,2,1,1,1,0,1,1,0,2,1,1,2,1,2,2,2,1,1,1,2,0,1,1,2,0,2,0,2.0,2.0,2,1,2,48,-1.0,1.0211640211640212,-0.37247897728126245
49,49,2,1,1,1,1,0,2,1,1,1,1,2,0,2,1,1,2.0,1,0,1,2,1,2,1,2.0,1,1,2,2.0,1,1,1,1,1,1,1,0,1,2,1,0,1,0,2.0,2,0,1,1,1,0,1,1,1,1,0,1,1,2,1,1,2,2,1,1,1,1,1,2,1,0,2,2.0,2.0,2,2,4,49,-1.0,1.0819672131147542,-0.6284731014667928
50,50,1,1,0,1,0,0,2,1,1,1,1,0,1,1,1,1,2.0,1,2,1,2,1,0,1,2.0,1,1,1,2.0,2,1,1,1,0,1,2,1,1,2,1,1,1,1,2.0,2,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,2,1,2,0,0.0,2.0,2,1,2,50,-1.0,1.0337078651685394,-0.3694432761668137
51,51,2,1,1,1,1,2,2,2,1,1,1,2,1,2,2,2,0.0,2,1,1,2,0,2,1,2.0,1,1,2,0.0,2,1,1,2,1,1,2,2,0,2,1,2,1,1,2.0,1,1,1,1,2,1,1,2,0,2,2,2,2,0,2,2,0,1,1,2,2,1,2,2,2,0,2,2.0,2.0,0,2,3,51,-1.0,1.0620384047267355,-0.3397728797538129
52,52,3,2,2,1,2,3,3,2,2,1,2,0,1,0,1,2,3.0,2,2,2,2,3,2,0,3.0,2,1,2,0.0,3,2,3,0,0,2,0,2,2,3,2,3,2,2,3.0,3,2,2,2,2,2,2,3,3,2,2,3,2,3,3,3,3,3,2,2,3,2,3,3,2,0,3,,3.0,3,3,6,52,-1.0,1.3342939481268012,-0.46667394767131004
53,53,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,2,2.0,2,1,1,1,1,0,1,2.0,0,1,1,2.0,0,1,1,1,1,1,1,1,0,2,1,1,1,1,2.0,1,1,1,1,0,1,1,2,2,1,1,1,1,1,0,1,1,0,1,0,1,1,2,2,1,2,2,2.0,2.0,2,1,3,53,-1.0,1.046770601336303,-0.395804256284198
54,54,2,1,0,1,1,2,0,0,1,0,1,2,1,2,1,0,2.0,0,2,1,1,2,2,0,1.0,1,1,1,1.0,2,1,2,1,1,2,2,1,1,2,1,1,1,1,2.0,2,1,1,1,2,1,1,2,2,1,1,2,0,2,2,2,1,2,1,2,0,1,1,2,2,0,2,2.0,2.0,2,1,4,54,-1.0,1.0833333333333333,-0.5319035350399091
55,55,2,1,1,1,1,2,2,1,1,1,1,2,1,2,1,2,2.0,1,1,1,2,1,1,1,2.0,1,0,2,2.0,0,1,1,2,0,1,0,1,0,2,0,1,1,1,2.0,1,1,1,1,2,1,1,1,2,1,0,0,1,1,1,1,2,0,1,2,2,1,2,2,2,2,2,2.0,0.0,2,2,4,55,-1.0,1.0904436860068258,-0.49710856993481445
56,56,2,1,2,1,1,2,2,1,1,2,1,2,0,3,0,0,3.0,2,2,1,2,2,0,2,0.0,2,1,2,3.0,2,2,2,2,1,0,2,2,2,2,2,2,1,1,3.0,2,1,1,1,2,1,2,2,2,2,2,0,2,0,2,2,2,2,2,2,0,1,0,2,2,2,2,3.0,2.0,2,2,6,56,-1.0,1.2197802197802199,-0.4611890826857883
57,57,1,0,1,1,1,0,2,1,1,1,1,0,1,2,1,2,2.0,1,1,1,1,1,0,1,2.0,1,1,1,2.0,2,1,1,1,1,1,2,1,0,2,1,0,1,1,1.0,1,1,1,1,0,1,1,2,1,1,1,1,0,2,0,1,1,2,1,1,1,1,1,2,1,2,1,1.0,0.0,2,1,2,57,-1.0,1.0233644859813085,-0.35226011582072375
58,58,2,1,1,1,1,2,2,1,2,1,1,1,1,2,0,2,2.0,2,2,1,2,0,2,0,3.0,0,1,1,3.0,2,1,2,0,0,2,0,2,0,2,1,2,1,1,2.0,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2,2,3.0,2.0,2,2,5,58,-1.0,1.1573472041612485,-0.6705760826968612
59,59,0,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,2.0,1,1,1,1,1,2,0,2.0,1,1,2,2.0,2,1,1,1,2,1,1,2,1,2,1,1,1,1,2.0,0,0,1,1,0,0,1,1,1,0,1,2,1,0,2,1,1,1,1,1,0,1,1,0,2,2,2,2.0,2.0,2,1,3,59,-1.0,1.0444444444444445,-0.5074109623833646
60,60,2,1,1,1,1,1,2,1,1,1,0,2,1,2,1,0,2.0,0,1,1,2,2,1,1,1.0,1,1,2,1.0,2,1,2,2,0,0,2,1,1,2,1,0,1,1,2.0,0,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,2,2,0,1,2,1,2,0,2.0,0.0,2,1,3,60,-1.0,1.052539404553415,-0.4224587941367865
61,61,2,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,0.0,2,0,1,2,2,2,1,2.0,1,1,2,2.0,2,2,1,2,2,0,2,2,1,2,1,2,1,0,2.0,2,0,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,2,0,2,2,2,0,2,,2.0,2,2,5,61,-1.0,1.1473829201101928,-0.6230830232020811
62,62,2,1,1,1,1,2,2,1,1,0,1,0,1,2,1,2,2.0,0,0,1,1,1,2,1,0.0,1,1,1,1.0,2,0,1,2,1,1,1,2,0,2,1,1,1,1,2.0,2,0,1,1,2,1,1,2,2,0,1,2,2,2,0,2,1,2,1,2,2,1,2,2,2,2,2,2.0,2.0,2,2,4,62,-1.0,1.0940298507462687,-0.551032722848875
63,63,0,1,2,2,1,2,2,2,2,1,2,0,1,2,0,2,3.0,0,2,0,2,2,2,1,3.0,1,1,2,3.0,2,2,2,0,2,2,2,2,2,2,2,2,1,2,3.0,0,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,3,0,,3.0,2,2,6,63,-1.0,1.2654320987654322,-0.4013114387210417
64,64,2,1,1,1,1,2,2,2,0,2,0,2,1,2,1,2,0.0,2,2,1,2,2,2,2,3.0,1,1,2,3.0,2,2,0,2,2,0,2,2,2,0,1,1,2,1,2.0,2,2,1,1,0,1,2,0,2,1,0,2,2,2,2,2,3,3,2,2,2,1,2,2,0,2,2,3.0,2.0,2,2,6,64,-1.0,1.1849405548216645,-0.4974090271070768
65,65,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,2.0,1,1,1,1,1,1,1,2.0,1,0,1,2.0,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1.0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,0,1,1,1,1,1,1,1,0.0,1.0,1,1,2,65,-1.0,1.0137741046831956,-0.27978542962093206
66,66,3,2,2,1,1,2,2,2,2,1,2,2,1,0,2,3,0.0,2,2,1,0,0,3,1,3.0,1,2,0,3.0,3,1,1,2,2,2,2,2,2,3,0,2,2,2,3.0,2,2,2,2,2,2,2,0,2,2,2,3,2,2,3,2,0,3,2,2,2,2,2,2,2,3,3,,3.0,2,0,6,66,-1.0,1.3276397515527951,-0.42762499895502415
67,67,2,1,2,1,1,2,2,0,1,0,2,2,1,2,1,2,2.0,2,2,1,1,2,0,1,3.0,1,1,2,3.0,2,2,2,2,1,2,0,2,2,2,1,2,1,1,3.0,2,0,1,1,2,1,2,2,2,0,2,2,2,2,2,2,2,3,2,2,2,1,2,0,2,0,2,3.0,2.0,2,0,5,67,-1.0,1.166882276843467,-0.5774916090658004
68,68,1,1,1,1,1,2,2,1,1,1,1,2,0,2,1,1,2.0,1,1,0,1,1,1,0,0.0,1,1,2,0.0,2,1,1,1,1,1,1,0,1,2,0,1,1,1,2.0,0,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,1,0,1,1,1,2,2,2,2,2.0,2.0,2,0,4,68,-1.0,1.0987202925045705,-0.5907350465749025
69,69,2,1,2,1,1,1,2,1,1,0,1,2,0,2,1,2,2.0,2,2,1,0,2,0,1,2.0,1,1,2,2.0,2,1,1,1,2,1,2,1,1,0,1,1,1,1,2.0,2,1,1,1,2,0,1,2,2,1,0,0,0,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2.0,2.0,0,1,5,69,-1.0,1.135174418604651,-0.5863107378101594
