0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,seed,complex_param,EPH,corr
,1,0.0,0,1,2.0,0.0,2.0,2.0,1.0,2.0,2.0,2,,2,2.0,,2.0,2.0,1,0.0,0.0,,2.0,,1,0,2.0,,2.0,2.0,1.0,2.0,,2.0,2.0,2.0,1.0,,1,2.0,0.0,1,,0.0,2.0,2,2.0,2.0,1,2.0,2.0,2.0,1.0,2.0,,2.0,2.0,2.0,0.0,,,2.0,2.0,2.0,2,2.0,0.0,2.0,,,,,,2.0,10,8,1.3675099866844207,-0.2625462099808271
,2,0.0,1,1,2.0,,2.0,2.0,0.0,2.0,2.0,1,,2,2.0,,2.0,2.0,1,2.0,0.0,,2.0,,2,0,2.0,,,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,2,2.0,2.0,1,,2.0,1.0,1,0.0,2.0,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,,2.0,2.0,0.0,1,2.0,2.0,2.0,2.0,0.0,0.0,,,2.0,11,8,1.3535075653370015,-0.31828464739516876
2.0,1,2.0,1,1,2.0,2.0,0.0,0.0,1.0,2.0,2.0,1,,0,2.0,,0.0,2.0,1,2.0,2.0,2.0,0.0,,1,0,2.0,,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,,1,2.0,1.0,1,,0.0,2.0,2,1.0,2.0,1,2.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,,,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0,,2.0,,2.0,2.0,12,8,1.3162612035851473,-0.5337447613202807
,1,2.0,1,0,,,2.0,2.0,2.0,2.0,2.0,1,,0,2.0,,2.0,2.0,1,2.0,2.0,2.0,0.0,,2,2,2.0,,,2.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,,1,2.0,2.0,2,2.0,,2.0,2,0.0,2.0,2,2.0,0.0,,2.0,2.0,,2.0,,2.0,2.0,,,2.0,2.0,2.0,1,,,0.0,2.0,,0.0,2.0,0.0,2.0,13,8,1.4422535211267606,-0.20975156545932902
,1,0.0,1,2,2.0,0.0,2.0,0.0,1.0,2.0,,2,,2,,,2.0,2.0,1,2.0,2.0,,2.0,,2,2,,,,2.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,,2,,2.0,1,0.0,,1.0,0,2.0,2.0,2,2.0,2.0,,2.0,0.0,,2.0,,2.0,2.0,,,2.0,1.0,,2,,0.0,2.0,2.0,,,0.0,,0.0,14,8,1.4103967168262654,0.0982429618102775
,2,2.0,1,1,2.0,2.0,1.0,1.0,0.0,2.0,2.0,1,,1,2.0,,2.0,0.0,1,2.0,2.0,2.0,2.0,1.0,0,1,2.0,,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2,2.0,1.0,0,,2.0,2.0,1,1.0,2.0,1,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,,2.0,2.0,1.0,1,,,2.0,2.0,,,,,2.0,15,8,1.3063885267275097,-0.35083995111160593
,1,0.0,1,1,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2,,2,2.0,,2.0,2.0,1,2.0,1.0,2.0,2.0,,1,2,0.0,,2.0,1.0,1.0,2.0,,1.0,2.0,2.0,2.0,,1,2.0,1.0,0,,2.0,2.0,2,0.0,2.0,0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,,2.0,0.0,,,2.0,2.0,2.0,1,2.0,,,,2.0,,,0.0,2.0,16,8,1.3655352480417755,-0.3253535741557019
,3,1.0,1,3,3.0,,3.0,3.0,2.0,3.0,,2,,0,3.0,0.0,3.0,0.0,2,3.0,3.0,3.0,3.0,,3,2,,0.0,,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,2,3.0,3.0,2,,3.0,2.0,2,3.0,3.0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,2.0,3.0,3.0,3.0,2,,0.0,0.0,0.0,,,,,3.0,17,8,1.6625172890733058,-0.0395483565242799
,1,2.0,1,1,2.0,,0.0,2.0,1.0,2.0,,2,,2,,0.0,2.0,,1,2.0,,,2.0,,2,2,,,,2.0,2.0,2.0,,2.0,,2.0,2.0,,2,2.0,0.0,2,,0.0,2.0,2,2.0,0.0,1,2.0,,,2.0,2.0,,0.0,,0.0,0.0,,,2.0,2.0,,2,2.0,,,,0.0,,,0.0,2.0,18,8,1.4008042895442359,0.14752546996888255
,0,2.0,2,1,,0.0,2.0,2.0,2.0,2.0,,1,0.0,0,2.0,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0,,1,0,,,,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,,2,,1.0,1,,2.0,2.0,0,0.0,,2,2.0,2.0,2.0,2.0,2.0,,2.0,0.0,,0.0,1.0,0.0,2.0,,2.0,2,,,,,,,,,2.0,19,8,1.4649243466299862,-0.053669243512134424
0.0,2,2.0,2,2,0.0,3.0,3.0,2.0,2.0,2.0,3.0,0,,2,3.0,,3.0,3.0,1,3.0,0.0,3.0,3.0,,2,3,3.0,,3.0,3.0,3.0,3.0,0.0,3.0,1.0,3.0,3.0,0.0,2,3.0,3.0,1,,3.0,3.0,3,2.0,0.0,2,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,,3.0,3.0,3.0,3,3.0,,3.0,3.0,,0.0,,,3.0,20,8,1.610079575596817,-0.17814779917621995
,2,2.0,0,1,,,2.0,2.0,1.0,0.0,2.0,1,0.0,0,2.0,,2.0,2.0,0,2.0,2.0,2.0,0.0,0.0,1,1,2.0,,,2.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,,2,2.0,2.0,2,0.0,,2.0,2,1.0,2.0,2,2.0,2.0,,1.0,2.0,2.0,2.0,0.0,,,,,,,2.0,2,,,2.0,2.0,,,,,2.0,21,8,1.4525745257452574,-0.12587004563312817
,2,2.0,1,2,,,2.0,2.0,2.0,0.0,,1,,1,0.0,0.0,,1.0,1,,1.0,,2.0,,2,2,,2.0,,2.0,2.0,0.0,0.0,2.0,,2.0,2.0,,2,,2.0,2,1.0,,2.0,2,2.0,0.0,1,2.0,0.0,,2.0,2.0,,2.0,,,,,,0.0,0.0,,2,,,,,,,0.0,,,22,8,1.392811296534018,0.4619229185547161
2.0,1,2.0,1,0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,1,,1,2.0,,2.0,2.0,1,0.0,2.0,2.0,0.0,,2,1,1.0,,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,,1,2.0,1.0,1,,2.0,1.0,0,2.0,2.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,,,2.0,2.0,2.0,1,2.0,2.0,2.0,2.0,,,,2.0,0.0,23,8,1.3155893536121672,-0.5635602750465399
,2,2.0,2,2,,,2.0,2.0,1.0,2.0,,2,,2,,0.0,,,1,2.0,,1.0,0.0,0.0,2,1,,,0.0,2.0,2.0,2.0,,2.0,2.0,0.0,0.0,,1,2.0,2.0,1,,,2.0,2,2.0,,1,2.0,2.0,,2.0,2.0,,0.0,0.0,,2.0,,,2.0,,2.0,0,,2.0,2.0,,,,,1.0,0.0,24,8,1.4450261780104712,0.14251881622177465
0.0,2,2.0,2,2,3.0,0.0,3.0,3.0,2.0,3.0,3.0,1,0.0,2,3.0,,3.0,3.0,2,3.0,3.0,3.0,1.0,,2,2,3.0,,0.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,,3,3.0,3.0,1,0.0,3.0,3.0,3,2.0,3.0,2,3.0,3.0,3.0,0.0,3.0,3.0,3.0,2.0,0.0,3.0,0.0,,3.0,3.0,2.0,0,3.0,2.0,3.0,3.0,,,,,3.0,25,8,1.5783132530120483,-0.03497332546345044
2.0,1,0.0,0,0,2.0,,1.0,1.0,1.0,1.0,2.0,1,2.0,2,2.0,,2.0,2.0,1,2.0,2.0,2.0,1.0,,1,0,2.0,,1.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,,0,0.0,1.0,1,,2.0,1.0,2,2.0,2.0,1,1.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,,1.0,2.0,2.0,1,2.0,2.0,1.0,2.0,,,,2.0,2.0,26,8,1.2961104140526976,-0.6233078897799881
,1,2.0,2,2,1.0,0.0,2.0,,2.0,2.0,,2,,0,,,,0.0,2,,,0.0,,,2,2,,,,2.0,2.0,2.0,,,,,2.0,,2,,2.0,2,,0.0,2.0,1,2.0,1.0,1,0.0,,,,2.0,,2.0,,,,0.0,,,,,1,0.0,0.0,,,0.0,,,,2.0,27,8,1.4138364779874213,0.5522390103633352
0.0,2,2.0,2,1,,,2.0,2.0,2.0,2.0,,1,0.0,2,,,,1.0,0,,,,2.0,,2,1,0.0,,,,0.0,,,,0.0,,2.0,,2,1.0,2.0,2,,,2.0,2,2.0,,2,,2.0,0.0,0.0,2.0,0.0,2.0,,0.0,,,,,,,2,,,1.0,,2.0,,,1.0,,28,8,1.4467005076142132,0.4580152263914998
,1,2.0,1,1,2.0,,0.0,1.0,0.0,2.0,2.0,2,,1,2.0,,2.0,1.0,1,2.0,2.0,2.0,2.0,,2,1,2.0,,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,,1,2.0,0.0,1,1.0,0.0,2.0,1,2.0,0.0,0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,,,2.0,0.0,2.0,2,2.0,2.0,2.0,2.0,,,,2.0,0.0,29,8,1.3590785907859078,-0.34923712965984166
,1,2.0,1,1,2.0,,1.0,1.0,1.0,0.0,2.0,2,,2,2.0,,2.0,2.0,1,0.0,2.0,2.0,2.0,,0,1,2.0,,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,,1,2.0,1.0,0,,2.0,1.0,2,0.0,2.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,,,2.0,2.0,2.0,1,2.0,0.0,2.0,,,,2.0,0.0,2.0,30,8,1.3125810635538262,-0.4043523478079017
0.0,2,2.0,1,2,1.0,,0.0,1.0,2.0,2.0,,1,,0,2.0,,0.0,2.0,1,2.0,2.0,,2.0,,2,1,,,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,,1,2.0,2.0,1,,,2.0,1,2.0,2.0,2,2.0,0.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,0.0,2.0,2.0,2.0,2,,1.0,2.0,0.0,,,,,2.0,31,8,1.3717059639389737,-0.009504988537725393
2.0,0,1.0,1,1,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0,,1,2.0,,2.0,2.0,1,1.0,0.0,2.0,0.0,,0,1,2.0,,2.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,,1,2.0,1.0,1,,2.0,0.0,1,1.0,2.0,1,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,,2.0,2.0,2.0,1,2.0,2.0,2.0,2.0,,,0.0,1.0,2.0,32,8,1.2956852791878173,-0.5648755679401832
0.0,3,0.0,2,3,0.0,0.0,3.0,3.0,3.0,3.0,,3,,3,,1.0,,,2,,,2.0,3.0,,3,2,,0.0,,3.0,3.0,3.0,2.0,3.0,,,3.0,,3,2.0,3.0,3,0.0,,3.0,3,3.0,2.0,3,3.0,0.0,,,3.0,,3.0,,,3.0,0.0,,0.0,,,3,,1.0,0.0,,,,,,,33,8,1.6583442838370566,0.6011952835696746
0.0,0,2.0,0,2,,,0.0,2.0,2.0,2.0,,1,,2,0.0,,0.0,,1,2.0,,,2.0,,2,2,2.0,,,2.0,,1.0,2.0,2.0,,,2.0,,2,2.0,1.0,2,0.0,,2.0,1,2.0,,2,2.0,2.0,,2.0,2.0,1.0,2.0,0.0,,,,,1.0,0.0,,2,,,1.0,,,,,0.0,,34,8,1.4230769230769231,0.2934754958093348
,2,2.0,1,2,2.0,,2.0,0.0,1.0,2.0,1.0,2,,2,2.0,,2.0,2.0,1,2.0,,,0.0,,2,1,,0.0,0.0,2.0,1.0,2.0,,2.0,2.0,1.0,2.0,,2,2.0,2.0,1,,,2.0,0,2.0,0.0,0,2.0,2.0,,2.0,2.0,,2.0,,0.0,2.0,,,0.0,2.0,,2,,,,,,0.0,,,2.0,35,8,1.456140350877193,0.08396284284995643
,2,0.0,1,2,2.0,,0.0,2.0,2.0,2.0,2.0,2,,2,0.0,,2.0,2.0,1,2.0,2.0,,0.0,,2,1,,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,1,1.0,2.0,1,,,1.0,2,2.0,2.0,1,0.0,2.0,2.0,2.0,2.0,,2.0,,2.0,2.0,,,0.0,2.0,2.0,1,2.0,0.0,2.0,0.0,,,,,2.0,36,8,1.3406593406593406,-0.0771922101197317
,1,2.0,1,2,0.0,,2.0,2.0,0.0,1.0,,2,1.0,2,,0.0,2.0,0.0,1,,,,0.0,,2,2,,,,2.0,,2.0,,2.0,,2.0,2.0,,0,0.0,1.0,2,,0.0,2.0,2,2.0,2.0,1,2.0,2.0,,2.0,2.0,,0.0,,,2.0,0.0,,2.0,,,2,2.0,,,,,,,,2.0,37,8,1.4778200253485425,0.13483949833658698
,1,2.0,2,1,,,2.0,0.0,2.0,2.0,,2,,2,,,,,2,,,0.0,2.0,0.0,2,1,,,,2.0,,0.0,2.0,2.0,,,2.0,0.0,2,,2.0,0,,0.0,2.0,2,2.0,0.0,1,2.0,,,,2.0,,2.0,,,,,,2.0,2.0,0.0,2,2.0,,,,0.0,,,,2.0,38,8,1.4441591784338896,0.2985074690537897
,2,2.0,1,2,,,2.0,,2.0,2.0,0.0,1,,1,0.0,,,2.0,1,,0.0,0.0,2.0,,2,2,0.0,2.0,,2.0,2.0,,0.0,2.0,2.0,2.0,2.0,,0,,2.0,2,,,2.0,1,2.0,,2,2.0,0.0,,2.0,2.0,,,2.0,,,,,2.0,,,2,,,0.0,0.0,,,,,,39,8,1.4005305039787799,0.28513457321005686
,2,2.0,2,2,,,2.0,2.0,1.0,2.0,,1,,2,,,0.0,2.0,2,0.0,2.0,,1.0,0.0,0,0,,,,1.0,1.0,2.0,,2.0,2.0,0.0,2.0,,2,2.0,2.0,0,,2.0,2.0,1,0.0,,2,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,,2.0,0.0,0.0,2.0,,2.0,2,1.0,,,,,,1.0,,2.0,40,8,1.5116918844566714,0.10243742635032269
,2,0.0,1,2,,,2.0,2.0,1.0,2.0,,1,,2,,,,0.0,1,2.0,2.0,,2.0,,0,1,0.0,,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,,2,,2.0,0,,1.0,2.0,1,2.0,,2,2.0,2.0,,2.0,2.0,,2.0,2.0,2.0,2.0,0.0,,2.0,2.0,2.0,2,,,2.0,0.0,,,,,2.0,41,8,1.4523489932885907,-0.019433326623841125
0.0,2,2.0,2,0,,,2.0,2.0,2.0,0.0,,0,,2,,,,,2,,,,1.0,,2,2,,0.0,2.0,,,2.0,,,0.0,,2.0,,2,,,1,,,2.0,1,2.0,,2,2.0,,1.0,2.0,,,2.0,,1.0,,2.0,0.0,2.0,0.0,0.0,2,,1.0,,0.0,,,,,,42,8,1.478908188585608,0.3897549005673514
0.0,2,2.0,3,2,0.0,3.0,1.0,2.0,2.0,2.0,3.0,1,0.0,2,0.0,,3.0,3.0,2,3.0,3.0,3.0,0.0,1.0,2,2,3.0,,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3,0.0,3.0,3,3.0,3.0,3.0,3,2.0,3.0,2,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,,,3.0,3.0,3.0,2,3.0,,3.0,,0.0,,,,3.0,43,8,1.5367156208277704,-0.09995269586144212
2.0,1,1.0,1,0,1.0,,0.0,1.0,2.0,2.0,2.0,1,,2,2.0,,2.0,1.0,1,2.0,2.0,2.0,1.0,,2,1,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,1,0.0,2.0,1,,2.0,2.0,1,2.0,2.0,1,2.0,2.0,2.0,0.0,0.0,2.0,2.0,,2.0,2.0,,,0.0,0.0,2.0,0,2.0,2.0,2.0,,,,0.0,,0.0,44,8,1.3367477592829706,-0.397663776037684
2.0,1,0.0,1,1,2.0,,2.0,1.0,2.0,0.0,2.0,1,,2,2.0,,2.0,2.0,0,2.0,2.0,2.0,1.0,,1,1,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,,1,2.0,0.0,1,2.0,2.0,1.0,2,0.0,0.0,1,1.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,,,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0,,,,0.0,2.0,45,8,1.3278271918678526,-0.512110770301134
,2,2.0,1,1,2.0,,1.0,2.0,2.0,0.0,0.0,1,,1,2.0,,2.0,2.0,1,2.0,0.0,2.0,2.0,,0,1,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,,0,2.0,2.0,0,,2.0,1.0,0,1.0,2.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,2.0,0.0,1.0,2,,0.0,2.0,2.0,,,,,2.0,46,8,1.3494623655913978,-0.31858021808156056
,2,2.0,1,2,0.0,,2.0,2.0,1.0,2.0,2.0,2,,0,2.0,,2.0,0.0,1,0.0,2.0,2.0,2.0,,2,1,,,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,0,2.0,1.0,1,,,1.0,2,2.0,,2,2.0,2.0,,2.0,0.0,,2.0,0.0,,2.0,,,2.0,,,1,,0.0,0.0,2.0,,,,1.0,2.0,47,8,1.3704697986577181,0.04193861368816169
2.0,1,2.0,1,1,0.0,2.0,1.0,0.0,1.0,0.0,2.0,1,,0,2.0,1.0,0.0,2.0,1,2.0,2.0,2.0,2.0,,2,1,2.0,,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1,2.0,2.0,1,2.0,2.0,2.0,2,1.0,1.0,1,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,,,2.0,2.0,2.0,2,2.0,,2.0,1.0,,,,,2.0,48,8,1.271370420624152,-0.25909836848728535
,1,2.0,1,1,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1,,1,2.0,,2.0,2.0,0,2.0,2.0,2.0,1.0,,1,1,2.0,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2,2.0,0.0,1,,2.0,1.0,2,0.0,2.0,1,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,,2.0,2.0,2.0,1,2.0,2.0,2.0,2.0,,,,,2.0,49,8,1.3206806282722514,-0.4152986401202293
,1,2.0,1,2,2.0,,1.0,0.0,2.0,2.0,2.0,1,,2,2.0,0.0,0.0,0.0,1,2.0,2.0,2.0,2.0,,0,1,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,0,2.0,2.0,1,,2.0,1.0,0,2.0,2.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,,,0.0,0.0,2.0,1,,2.0,2.0,2.0,,,,,2.0,50,8,1.332436069986541,-0.27387466779188924
0.0,2,2.0,1,1,,,2.0,2.0,2.0,2.0,,2,1.0,2,0.0,,2.0,1.0,1,,2.0,0.0,2.0,,2,0,,,0.0,2.0,,0.0,,,1.0,2.0,2.0,,2,,2.0,2,0.0,0.0,2.0,1,1.0,2.0,0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,,2.0,0.0,,2,,,,,,,,,2.0,51,8,1.4229249011857708,0.29948569722874874
1.0,1,0.0,0,1,2.0,,1.0,0.0,1.0,2.0,2.0,1,,2,2.0,,2.0,2.0,0,2.0,2.0,2.0,1.0,,2,1,0.0,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,,1,2.0,2.0,1,,2.0,1.0,2,2.0,2.0,0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,,1.0,2.0,0.0,0,2.0,0.0,2.0,2.0,,1.0,,,2.0,52,8,1.3628205128205129,-0.4114641691604536
0.0,1,1.0,0,0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,1,,1,0.0,,0.0,2.0,0,2.0,2.0,2.0,2.0,,2,1,2.0,,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,,1,1.0,1.0,1,,2.0,1.0,1,1.0,2.0,0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,,2.0,2.0,2.0,1,2.0,2.0,2.0,2.0,,,,,2.0,53,8,1.3137254901960784,-0.603283834250698
0.0,1,1.0,2,1,2.0,,2.0,1.0,2.0,0.0,2.0,1,2.0,2,2.0,,2.0,2.0,1,2.0,2.0,2.0,2.0,,1,1,,,,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,,1,2.0,1.0,0,,2.0,1.0,1,2.0,2.0,0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,,0.0,2.0,2.0,2.0,0,2.0,2.0,2.0,,2.0,,,2.0,2.0,54,8,1.3488063660477454,-0.4027717623811438
,2,2.0,2,0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1,,2,0.0,,0.0,2.0,0,,2.0,,2.0,,2,1,,,,2.0,2.0,1.0,,2.0,2.0,2.0,2.0,0.0,2,0.0,2.0,1,,2.0,2.0,2,1.0,2.0,1,1.0,2.0,0.0,1.0,1.0,2.0,2.0,,2.0,2.0,0.0,,2.0,,2.0,2,,,,,,,,,2.0,55,8,1.4038199181446112,0.08663798702959107
