0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,seed,simple_param,EPH,corr
1.0,2.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,3.0,,2.0,3.0,3.0,2.0,,,,1.0,3.0,,2.0,,2.0,,3.0,2.0,3.0,,,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,,3.0,3.0,3.0,3.0,0.0,3.0,2.0,0.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,0.0,,3.0,,3.0,2.0,,3.0,3.0,,3.0,3.0,3.0,0.0,1.0,,,,0.0,3.0,0.0,14,0.05,1.7966480446927375,0.12210023348009749
,2.0,2.0,1.0,,,2.0,,,0.0,,,1.0,,2.0,,,2.0,0.0,1.0,,,,1.0,,0.0,1.0,,,,0.0,,1.0,,2.0,0.0,0.0,2.0,,2.0,,2.0,0.0,,,,1.0,2.0,,1.0,2.0,0.0,1.0,2.0,1.0,0.0,,2.0,0.0,,,1.0,1.0,,,1.0,,2.0,,,,,,,,15,0.05,1.6539833531510106,0.04115279561403748
,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,,2.0,2.0,2.0,2.0,1.0,2.0,,1.0,2.0,2.0,1.0,,2.0,2.0,,1.0,1.0,0.0,,,2.0,,,,1.0,,1.0,2.0,1.0,,1.0,1.0,0.0,,2.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,,,,1.0,0.0,,,2.0,,1.0,2.0,2.0,2.0,,,,,,0.0,,16,0.05,1.5041128084606346,-0.11013496996778556
2.0,,,2.0,,,2.0,2.0,,2.0,1.0,2.0,1.0,,0.0,1.0,0.0,,0.0,2.0,,1.0,,1.0,,,,2.0,0.0,,2.0,2.0,1.0,,,0.0,1.0,2.0,,1.0,2.0,,,2.0,,2.0,2.0,,,0.0,,2.0,2.0,1.0,1.0,,1.0,,,,0.0,2.0,,,1.0,,,0.0,0.0,0.0,,,,,,17,0.05,1.5756410256410256,0.17159709965614153
,,3.0,,2.0,,,0.0,2.0,3.0,2.0,3.0,2.0,,1.0,2.0,0.0,2.0,2.0,3.0,1.0,,,2.0,3.0,3.0,1.0,,,,,3.0,,,2.0,1.0,2.0,1.0,3.0,3.0,2.0,0.0,3.0,,0.0,2.0,1.0,3.0,0.0,2.0,2.0,2.0,3.0,,3.0,,0.0,,0.0,0.0,1.0,,3.0,,2.0,1.0,,,,3.0,0.0,3.0,,0.0,,18,0.05,1.8657865786578658,0.1286834422341586
,0.0,,,2.0,,0.0,1.0,,,2.0,,1.0,0.0,0.0,,,2.0,1.0,,2.0,,2.0,2.0,2.0,2.0,0.0,,,,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,,1.0,,1.0,,,1.0,2.0,0.0,0.0,,2.0,,,1.0,,2.0,,2.0,0.0,,0.0,1.0,0.0,,2.0,,1.0,2.0,,,,1.0,,1.0,2.0,2.0,19,0.05,1.606280193236715,-0.031434704576101695
0.0,1.0,2.0,1.0,2.0,0.0,,1.0,1.0,2.0,2.0,,0.0,2.0,,,,,,2.0,,0.0,,2.0,,1.0,2.0,1.0,,,1.0,1.0,,0.0,2.0,,,,0.0,2.0,2.0,2.0,1.0,,,1.0,,,0.0,,2.0,,,2.0,,,,,2.0,0.0,0.0,,2.0,2.0,,,,,,,1.0,0.0,1.0,,1.0,20,0.05,1.5493827160493827,0.34594301468302313
,2.0,2.0,0.0,,2.0,,2.0,2.0,,0.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,,,2.0,0.0,0.0,2.0,,,2.0,,1.0,2.0,0.0,1.0,,1.0,,1.0,,1.0,,2.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,,1.0,0.0,,1.0,,2.0,2.0,1.0,,2.0,,,,,,,,,1.0,21,0.05,1.5391923990498813,-0.015255557106023825
,1.0,3.0,1.0,2.0,2.0,2.0,3.0,,3.0,0.0,,,,,0.0,0.0,3.0,2.0,3.0,1.0,,,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,,3.0,,2.0,,3.0,2.0,,,2.0,2.0,1.0,0.0,3.0,3.0,0.0,,3.0,2.0,3.0,,2.0,,2.0,1.0,,0.0,0.0,2.0,3.0,,3.0,,3.0,3.0,2.0,0.0,,3.0,22,0.05,1.7414578587699316,0.07206775424702837
,1.0,,2.0,0.0,,,,0.0,0.0,1.0,1.0,2.0,1.0,,,,2.0,2.0,,0.0,2.0,,0.0,2.0,1.0,,1.0,,,2.0,,1.0,,0.0,,,0.0,,2.0,,1.0,2.0,,1.0,2.0,0.0,,2.0,2.0,2.0,2.0,,,,1.0,2.0,2.0,0.0,1.0,,,,1.0,,1.0,1.0,,,,2.0,,2.0,2.0,0.0,23,0.05,1.641395908543923,-0.11365244870295571
,,2.0,,1.0,2.0,,2.0,2.0,,2.0,1.0,2.0,2.0,2.0,,0.0,,1.0,2.0,,,,0.0,0.0,,1.0,,,0.0,,,1.0,,,,0.0,0.0,,,2.0,1.0,,,,,2.0,2.0,,2.0,,1.0,1.0,1.0,,2.0,0.0,0.0,,,,2.0,,2.0,,0.0,2.0,1.0,,,,,,2.0,0.0,24,0.05,1.6076923076923078,0.20353529313885976
0.0,2.0,1.0,2.0,1.0,,0.0,,1.0,2.0,1.0,,2.0,0.0,,,,,,2.0,2.0,,1.0,,,,1.0,,,0.0,2.0,,2.0,0.0,2.0,,,1.0,,2.0,,2.0,,0.0,,1.0,2.0,,,2.0,,2.0,,0.0,,2.0,2.0,2.0,0.0,2.0,0.0,2.0,,2.0,,0.0,2.0,,,2.0,,,,,,25,0.05,1.5069356872635562,0.33720182264716236
,,0.0,0.0,0.0,,,,1.0,,2.0,,1.0,2.0,2.0,1.0,,1.0,,2.0,2.0,1.0,,2.0,,,0.0,2.0,2.0,,2.0,2.0,1.0,0.0,,,,0.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,,1.0,2.0,1.0,2.0,1.0,2.0,,0.0,2.0,,,2.0,0.0,,,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,26,0.05,1.6280701754385964,-0.30051782127639315
,2.0,3.0,3.0,,3.0,0.0,3.0,3.0,3.0,2.0,,1.0,3.0,0.0,2.0,3.0,3.0,0.0,1.0,3.0,3.0,0.0,3.0,,3.0,2.0,,2.0,,3.0,2.0,3.0,3.0,3.0,,,2.0,,1.0,3.0,2.0,1.0,,0.0,,3.0,3.0,,1.0,0.0,,3.0,3.0,2.0,,3.0,1.0,3.0,3.0,0.0,,2.0,,1.0,1.0,0.0,0.0,,2.0,0.0,2.0,3.0,,2.0,27,0.05,1.7544843049327354,0.07381959419050521
0.0,1.0,,,1.0,2.0,,1.0,2.0,2.0,1.0,,1.0,0.0,2.0,2.0,2.0,,2.0,0.0,2.0,,,2.0,,1.0,2.0,0.0,2.0,,,0.0,1.0,,2.0,0.0,2.0,2.0,2.0,,2.0,2.0,2.0,,2.0,,2.0,1.0,,1.0,1.0,2.0,0.0,0.0,,0.0,2.0,,0.0,1.0,,1.0,,,,1.0,2.0,,,,,,,,1.0,28,0.05,1.4712918660287082,0.07473938383249577
,,2.0,2.0,3.0,3.0,3.0,0.0,2.0,0.0,3.0,,2.0,,,,1.0,3.0,3.0,3.0,,3.0,,,,3.0,1.0,2.0,,,2.0,3.0,1.0,0.0,2.0,3.0,,1.0,3.0,2.0,1.0,0.0,2.0,,0.0,2.0,3.0,,0.0,0.0,1.0,2.0,,0.0,1.0,2.0,3.0,,1.0,3.0,,,3.0,0.0,3.0,,3.0,,2.0,3.0,,,3.0,2.0,0.0,29,0.05,1.926991150442478,-0.1524605126437772
2.0,1.0,1.0,1.0,1.0,2.0,2.0,,2.0,,0.0,2.0,2.0,,2.0,2.0,2.0,2.0,,2.0,0.0,,,1.0,,0.0,2.0,2.0,1.0,,0.0,2.0,1.0,,0.0,2.0,,2.0,,1.0,2.0,2.0,0.0,,,1.0,1.0,0.0,,,2.0,2.0,,,1.0,,,,,0.0,,2.0,2.0,,1.0,,,0.0,2.0,,,,2.0,0.0,1.0,30,0.05,1.5435294117647058,-0.17936758186482604
0.0,2.0,,1.0,2.0,1.0,1.0,0.0,2.0,,1.0,,,,0.0,1.0,,0.0,1.0,1.0,2.0,1.0,,2.0,,1.0,2.0,,,0.0,0.0,2.0,2.0,2.0,2.0,,,0.0,,2.0,2.0,,,2.0,,2.0,,,2.0,,2.0,0.0,,2.0,1.0,,,,1.0,,2.0,0.0,1.0,,,2.0,,,,0.0,,,,,2.0,31,0.05,1.5519323671497585,0.26421232006036677
2.0,0.0,2.0,2.0,1.0,,,0.0,0.0,1.0,2.0,,0.0,,2.0,1.0,,1.0,1.0,2.0,1.0,0.0,,0.0,,0.0,1.0,1.0,,,2.0,0.0,,2.0,,1.0,,,,1.0,2.0,2.0,2.0,2.0,,0.0,,2.0,,1.0,,2.0,1.0,,2.0,,2.0,1.0,1.0,1.0,2.0,2.0,2.0,,,2.0,,,2.0,2.0,,,0.0,,2.0,32,0.05,1.5450292397660819,-0.0781940283867597
0.0,2.0,0.0,1.0,2.0,0.0,0.0,,3.0,1.0,1.0,,1.0,,,2.0,,3.0,1.0,1.0,3.0,2.0,,1.0,,,1.0,,0.0,3.0,3.0,3.0,3.0,1.0,2.0,,2.0,,2.0,2.0,3.0,3.0,1.0,0.0,,3.0,2.0,2.0,,3.0,3.0,0.0,1.0,,,3.0,3.0,,2.0,2.0,0.0,3.0,0.0,2.0,2.0,,1.0,,0.0,3.0,,,,,3.0,33,0.05,1.8457330415754925,0.10946573623501223
0.0,0.0,,0.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,,,,1.0,0.0,,0.0,,1.0,1.0,,,1.0,,2.0,2.0,,,,,,2.0,,,,,,,2.0,,2.0,2.0,0.0,,,1.0,2.0,1.0,2.0,,,2.0,1.0,2.0,,,0.0,1.0,2.0,,,,0.0,,,,,2.0,,2.0,,,0.0,,34,0.05,1.5714285714285714,0.3192097597316333
2.0,1.0,1.0,2.0,,2.0,,2.0,0.0,,,,2.0,1.0,1.0,,,,2.0,2.0,2.0,2.0,,0.0,1.0,,2.0,,0.0,0.0,,,2.0,2.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,,,,0.0,2.0,0.0,0.0,2.0,,,,2.0,,,,0.0,2.0,,2.0,0.0,1.0,1.0,2.0,,,,,,0.0,,,2.0,35,0.05,1.5366748166259168,0.2915683855811372
,,0.0,3.0,1.0,3.0,,0.0,3.0,3.0,2.0,,3.0,3.0,2.0,0.0,,,,1.0,,2.0,,0.0,1.0,,3.0,1.0,0.0,0.0,3.0,2.0,3.0,2.0,,,2.0,2.0,3.0,3.0,,,1.0,3.0,3.0,3.0,,2.0,,2.0,0.0,1.0,3.0,3.0,,,3.0,2.0,3.0,2.0,3.0,,0.0,3.0,2.0,1.0,2.0,0.0,,0.0,3.0,,,2.0,1.0,36,0.05,1.8721058434399118,-0.0003384142714963429
1.0,1.0,1.0,1.0,2.0,0.0,,,2.0,0.0,2.0,,,,1.0,,0.0,,0.0,2.0,,,2.0,0.0,,2.0,2.0,,1.0,,2.0,2.0,2.0,,,,,,,0.0,0.0,2.0,1.0,1.0,0.0,,1.0,2.0,2.0,2.0,,2.0,,1.0,,1.0,0.0,,,1.0,0.0,2.0,,2.0,2.0,2.0,,2.0,,,,,2.0,,1.0,37,0.05,1.547305389221557,0.11743232688272869
3.0,2.0,3.0,3.0,,2.0,1.0,,0.0,2.0,,,2.0,,2.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,0.0,3.0,0.0,3.0,2.0,,,,1.0,3.0,0.0,3.0,,3.0,,1.0,0.0,,,1.0,0.0,3.0,0.0,2.0,3.0,1.0,0.0,2.0,,2.0,2.0,3.0,2.0,3.0,1.0,3.0,,,2.0,,2.0,,0.0,3.0,2.0,,1.0,2.0,0.0,,3.0,,2.0,38,0.05,1.779527559055118,0.09693163918342156
,2.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,0.0,1.0,,1.0,0.0,3.0,3.0,3.0,2.0,,0.0,0.0,2.0,3.0,,2.0,0.0,,,1.0,2.0,,0.0,2.0,3.0,2.0,3.0,,0.0,2.0,3.0,2.0,1.0,,1.0,3.0,,3.0,3.0,2.0,0.0,,,3.0,,1.0,,1.0,3.0,,,1.0,2.0,,3.0,3.0,,0.0,0.0,,,,,3.0,39,0.05,1.744186046511628,0.13726468931174773
,1.0,,2.0,1.0,,1.0,2.0,,1.0,,,2.0,1.0,,,1.0,0.0,2.0,1.0,0.0,,,2.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,,,1.0,0.0,,2.0,,1.0,1.0,0.0,2.0,,,2.0,0.0,,1.0,,,2.0,,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,,,,,,,,,2.0,40,0.05,1.6047058823529412,0.010181427065876091
,,0.0,1.0,2.0,2.0,,,,2.0,1.0,,,,,2.0,,,0.0,1.0,2.0,,,1.0,1.0,0.0,2.0,0.0,,0.0,,1.0,0.0,,,2.0,,0.0,,2.0,,1.0,0.0,,2.0,,1.0,2.0,2.0,2.0,1.0,,,1.0,2.0,,1.0,,,2.0,0.0,1.0,,1.0,1.0,,2.0,,2.0,0.0,,,,,2.0,41,0.05,1.6176821983273597,0.11106731821600523
0.0,1.0,,1.0,0.0,,,,2.0,,0.0,,0.0,,2.0,,,2.0,1.0,,1.0,,,1.0,,1.0,2.0,,0.0,2.0,2.0,,,,,0.0,2.0,2.0,,1.0,,1.0,,1.0,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,,,1.0,,0.0,1.0,0.0,0.0,2.0,,,,0.0,2.0,,,,2.0,42,0.05,1.5715976331360946,0.17537249994832033
0.0,1.0,2.0,3.0,3.0,0.0,,1.0,,3.0,1.0,,3.0,0.0,2.0,0.0,2.0,3.0,,2.0,,,2.0,0.0,,2.0,2.0,,2.0,,1.0,,2.0,0.0,3.0,3.0,,,0.0,3.0,0.0,2.0,2.0,,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,,3.0,3.0,0.0,,,2.0,,,3.0,,1.0,3.0,2.0,1.0,,1.0,,0.0,,,,3.0,43,0.05,1.7133182844243793,0.32090572761939956
,2.0,1.0,,0.0,2.0,,0.0,2.0,,2.0,,1.0,,,2.0,,1.0,2.0,2.0,1.0,,2.0,2.0,,,2.0,2.0,,1.0,,1.0,,2.0,,,2.0,2.0,,1.0,0.0,2.0,1.0,,2.0,,1.0,,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,,1.0,,2.0,,,0.0,0.0,,0.0,,1.0,,,2.0,,0.0,,0.0,44,0.05,1.5639187574671445,-0.05635216225311857
1.0,1.0,0.0,2.0,1.0,,,1.0,1.0,,0.0,1.0,2.0,,2.0,,,,1.0,0.0,,,,2.0,,2.0,,1.0,,,2.0,,1.0,2.0,2.0,,2.0,0.0,,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,,1.0,0.0,,1.0,1.0,,0.0,1.0,,,1.0,2.0,2.0,,2.0,1.0,,1.0,1.0,2.0,,,,0.0,1.0,45,0.05,1.5943396226415094,-0.07170404902603689
,,2.0,2.0,2.0,2.0,,,1.0,2.0,0.0,0.0,2.0,,2.0,1.0,,,2.0,2.0,1.0,0.0,,1.0,1.0,0.0,,,,,2.0,1.0,1.0,,,0.0,2.0,,,0.0,,1.0,0.0,,,2.0,0.0,1.0,,1.0,2.0,2.0,,1.0,2.0,2.0,2.0,2.0,,2.0,,2.0,,0.0,2.0,2.0,,0.0,,,,,1.0,2.0,2.0,46,0.05,1.5196560196560196,0.0658923979457468
2.0,,1.0,2.0,,0.0,,1.0,1.0,1.0,2.0,,2.0,,0.0,2.0,,2.0,0.0,2.0,0.0,2.0,,2.0,,2.0,2.0,,,0.0,1.0,1.0,,,,,2.0,2.0,,0.0,1.0,2.0,2.0,,,,2.0,1.0,1.0,,2.0,,2.0,1.0,0.0,,1.0,0.0,,,1.0,2.0,,,,2.0,,0.0,0.0,,2.0,,,,,47,0.05,1.5120481927710843,0.26554980356357405
1.0,2.0,2.0,,1.0,0.0,2.0,1.0,0.0,1.0,0.0,,2.0,,0.0,,,0.0,2.0,2.0,,,2.0,2.0,,,,1.0,,,2.0,2.0,1.0,0.0,,,0.0,2.0,0.0,2.0,2.0,1.0,,,2.0,,1.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,,,0.0,,,,2.0,,2.0,1.0,,2.0,2.0,,1.0,,2.0,2.0,48,0.05,1.4879807692307692,-0.04531325203859554
3.0,1.0,3.0,2.0,3.0,,2.0,,,1.0,2.0,0.0,1.0,,2.0,,,,1.0,0.0,,2.0,3.0,1.0,,,3.0,,,1.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,0.0,2.0,,0.0,,2.0,3.0,2.0,3.0,0.0,,,0.0,0.0,3.0,0.0,2.0,,0.0,3.0,,,0.0,2.0,3.0,,3.0,2.0,2.0,2.0,,3.0,,,,3.0,1.0,49,0.05,2.028230184581976,-0.19449599556055241
,1.0,,,1.0,1.0,,,0.0,2.0,,2.0,1.0,,,,0.0,0.0,0.0,2.0,,,2.0,1.0,,0.0,1.0,2.0,,,2.0,,,2.0,,,2.0,1.0,2.0,0.0,2.0,,,,,2.0,0.0,,1.0,,,1.0,2.0,,,,2.0,1.0,0.0,,1.0,,0.0,0.0,,2.0,,,2.0,,,,1.0,,1.0,50,0.05,1.7091136079900124,-0.015919447181847686
0.0,1.0,2.0,2.0,2.0,,,2.0,,1.0,2.0,,2.0,,2.0,0.0,,1.0,1.0,,2.0,2.0,0.0,2.0,,,0.0,,,0.0,,,0.0,,,,,,,2.0,,1.0,2.0,0.0,0.0,1.0,,,,0.0,2.0,,1.0,1.0,1.0,1.0,1.0,,,2.0,,,1.0,0.0,,2.0,2.0,,,,,,,,,51,0.05,1.566997518610422,0.4707640619949386
,2.0,0.0,0.0,,1.0,1.0,2.0,0.0,,,,2.0,,2.0,2.0,,,,0.0,2.0,2.0,,1.0,,1.0,,0.0,2.0,,1.0,,1.0,,1.0,,2.0,,,2.0,1.0,1.0,1.0,,2.0,,,,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,,,2.0,0.0,0.0,1.0,0.0,,1.0,,,,1.0,2.0,52,0.05,1.6727272727272726,-0.15990982565974196
0.0,1.0,,0.0,0.0,1.0,,0.0,2.0,1.0,2.0,,2.0,,,0.0,2.0,0.0,2.0,0.0,,2.0,2.0,,2.0,,2.0,,,,2.0,1.0,2.0,1.0,0.0,1.0,2.0,,,1.0,1.0,2.0,,,,,2.0,,1.0,0.0,0.0,,1.0,,1.0,,2.0,2.0,1.0,1.0,,,2.0,1.0,1.0,,2.0,,,2.0,,1.0,,,,53,0.05,1.6408450704225352,-0.14406947340624984
0.0,2.0,2.0,1.0,2.0,1.0,,,,1.0,0.0,2.0,,2.0,,1.0,,,2.0,2.0,2.0,,2.0,1.0,,2.0,,,2.0,,,1.0,,2.0,0.0,,2.0,0.0,2.0,2.0,,1.0,0.0,,2.0,,1.0,1.0,,0.0,,2.0,1.0,1.0,2.0,2.0,2.0,0.0,,0.0,,0.0,2.0,,1.0,0.0,,1.0,,,,2.0,,,1.0,54,0.05,1.5851938895417157,-0.12991584036910545
,,,2.0,0.0,,0.0,,1.0,,,0.0,1.0,,1.0,0.0,,0.0,2.0,0.0,,2.0,,,,2.0,,,1.0,,1.0,,1.0,2.0,,2.0,,1.0,0.0,,0.0,,2.0,,2.0,,2.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,,2.0,2.0,,,1.0,0.0,2.0,2.0,,2.0,,2.0,,2.0,,,,,2.0,1.0,55,0.05,1.5990279465370596,0.01413051893010782
,,1.0,1.0,0.0,2.0,,0.0,,0.0,2.0,,,1.0,,,,1.0,,,1.0,0.0,,0.0,,2.0,1.0,0.0,,,2.0,,1.0,2.0,2.0,,0.0,1.0,,1.0,2.0,2.0,0.0,,1.0,,2.0,,,0.0,,2.0,,,2.0,2.0,,,,2.0,,,,,,2.0,,0.0,2.0,,1.0,2.0,,1.0,2.0,56,0.05,1.7133995037220844,-0.13420414953088466
